pedido_id,produtor,lancamento,segmento,score,categoria_risco_score,endereco_cep,endereco_estado,endereco_cidade,nascimento,idade,modalidade,total_financiado,quantidade_parcelas,data_efetivacao,order_bump,pedido_pai_ob,SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,MENSAGEM_TIPO_REGISTRO,dia_semana_compra,mes_compra,compra_fim_semana,valor_parcela,tem_order_bump,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,produtor_encoded,lancamento_encoded,segmento_encoded,categoria_risco_score_encoded,endereco_cep_encoded,endereco_estado_encoded,endereco_cidade_encoded,nascimento_encoded,modalidade_encoded,MENSAGEM_TIPO_REGISTRO_encoded
1955208,Produtor_0579,Lancamento_3884,Emagrecimento,351.0,Médio,84174-590,PR,Cidade_1221,1971-08-01,54,Crédito Acessível,2157.0,12,2026-01-14 12:25:00,Desconhecido,0.0,555,6,573,99,100,4729,590,622,APTOS,2,1,0,179.75,0,1,8,909.25,0.9801980198019802,237,1130,2,3,17822,19,619,2642,1,0
1955061,Produtor_0579,Lancamento_3884,Emagrecimento,Desconhecido,Desconhecido,93420-220,RS,Cidade_3587,1984-01-28,42,Crédito Acessível,2157.0,12,2026-01-14 12:27:00,Desconhecido,0.0,542,1,592,99,100,2456,557,518,APTOS,2,1,0,179.75,0,1,8,608.125,0.9801980198019802,237,1130,2,2,19886,24,1733,6329,1,0
1955210,Produtor_0579,Lancamento_3884,Emagrecimento,Desconhecido,Desconhecido,91751-452,RS,Cidade_4138,1970-04-03,55,Crédito Acessível,2157.0,12,2026-01-14 12:27:00,Desconhecido,0.0,606,3,662,99,60,4432,660,661,APTOS,2,1,0,179.75,0,1,8,897.875,1.6229508196721312,237,1130,2,2,19694,24,2010,2306,1,0
1955324,Produtor_0579,Lancamento_3884,Emagrecimento,320.0,Médio,97590-000,RS,Cidade_4492,1985-07-28,40,Crédito Acessível,2157.0,12,2026-01-14 12:28:00,Desconhecido,0.0,586,3,528,99,94,7152,533,538,APTOS,2,1,0,179.75,0,1,8,1191.625,1.0421052631578946,237,1130,2,3,20500,24,2186,6793,1,0
1954845,Produtor_1084,Lancamento_2546,Outros,253.0,Alto,25243-150,RJ,Cidade_1695,1986-11-03,39,Crédito Acessível,2484.16,13,2026-01-14 12:30:00,Desconhecido,0.0,601,6,625,99,998,2235,608,613,APTOS,2,1,0,191.0892307692308,0,1,8,723.125,0.0990990990990991,454,759,7,0,6836,20,837,7191,1,0
1955454,Produtor_1446,Lancamento_3392,Outros,342.0,Médio,57620-000,AL,Cidade_2263,1990-10-28,35,Crédito Acessível,432.24,4,2026-01-14 12:31:00,Desconhecido,0.0,625,2,598,99,100,2500,589,544,APTOS,2,1,0,108.06,0,1,8,632.125,0.9801980198019802,612,1022,7,3,12155,1,1100,8414,1,0
1954277,Produtor_1120,Lancamento_3949,Outros,308.0,Médio,29156-587,ES,Cidade_1168,1973-05-22,52,Crédito Acessível,1507.2,10,2026-01-14 12:31:00,Desconhecido,0.0,604,3,546,99,97,4187,572,607,APTOS,2,1,0,150.72,0,1,8,839.375,1.010204081632653,471,1168,7,3,7791,8,593,3120,1,0
1947948,Produtor_0755,Lancamento_4415,Outros,318.0,Médio,37660000,MG,Cidade_3795,1978-05-04,47,Crédito Acessível,960.96,12,2026-01-14 12:31:00,Desconhecido,0.0,514,1,600,99,100,1300,583,544,APTOS,2,1,0,80.08,0,1,8,467.625,0.9801980198019802,307,1372,7,3,9575,11,1836,4525,1,0
1955502,Produtor_0683,Lancamento_0232,Autoconhecimento,654.0,Baixo,37504-054,MG,Cidade_2182,1969-05-23,56,Antecipação Produtor,1792.8,12,2026-01-14 12:32:00,Desconhecido,0.0,625,3,625,99,100,1451,625,625,APTOS,2,1,0,149.4,0,1,8,519.125,0.9801980198019802,278,67,0,1,9521,11,1061,2113,0,0
1955433,Produtor_0579,Lancamento_3884,Emagrecimento,301.0,Médio,57036-550,AL,Cidade_3043,1986-03-20,39,Crédito Acessível,2157.0,12,2026-01-14 12:33:00,Desconhecido,0.0,625,1,612,99,67,6080,616,625,APTOS,2,1,0,179.75,0,1,8,1090.625,1.4558823529411764,237,1130,2,3,12004,1,1473,6999,1,0
1955228,Produtor_0579,Lancamento_3884,Emagrecimento,311.0,Médio,13100-450,SP,Cidade_1015,1967-06-06,58,Crédito Acessível,2157.0,12,2026-01-14 12:34:00,Desconhecido,0.0,607,4,608,99,97,2713,625,625,APTOS,2,1,0,179.75,0,1,8,672.25,1.010204081632653,237,1130,2,3,3491,27,512,1697,1,0
1955519,Produtor_0103,Lancamento_0887,Empreendedor,626.0,Médio,49200-000,SE,Cidade_1782,1998-09-01,27,Crédito Acessível,312.64,2,2026-01-14 12:34:00,Desconhecido,0.0,582,1,573,99,94,1136,555,542,APTOS,2,1,0,156.32,0,1,8,447.75,1.0421052631578946,45,295,3,3,11327,26,882,10667,1,0
1955207,Produtor_1182,Lancamento_1043,Empreendedor,636.0,Médio,22030-010,RJ,Cidade_4446,1976-10-07,49,Crédito Acessível,3099.0,12,2026-01-14 12:35:00,Desconhecido,0.0,741,2,703,99,77,3860,669,585,APTOS,2,1,0,258.25,0,1,8,842.0,1.2692307692307692,501,353,3,3,6108,20,2165,4068,1,0
1955513,Produtor_1446,Lancamento_3392,Outros,216.0,Alto,66087441,PA,Cidade_0627,1971-05-17,54,Crédito Acessível,432.24,4,2026-01-14 12:36:00,Desconhecido,0.0,531,7,484,99,53,3629,569,505,APTOS,2,1,0,108.06,0,1,8,734.625,1.8333333333333333,612,1022,7,0,13696,15,313,2586,1,0
1955509,Produtor_2203,Lancamento_0765,Autodesenvolvimento,0.0,Alto,36035720,MG,Cidade_2795,1974-01-05,52,Crédito Acessível,568.75,7,2026-01-14 12:38:00,Desconhecido,0.0,499,3,523,2,85,38753,537,465,APTOS,2,1,0,81.25,0,1,8,5108.375,0.0232558139534883,928,266,1,0,9209,11,1365,3292,1,0
1955534,Produtor_0667,Lancamento_2423,Outros,460.0,Médio,30140-070,MG,Cidade_0618,1989-03-20,36,Crédito Acessível,2606.28,12,2026-01-14 12:39:00,Desconhecido,0.0,623,3,618,99,97,4588,619,625,APTOS,2,1,0,217.19000000000003,0,1,8,909.0,1.010204081632653,272,720,7,3,8020,11,309,7936,1,0
1899510,Produtor_1562,Lancamento_4000,Mentoria,770.0,Baixo,76962-008,RO,Cidade_0930,1989-07-24,36,Crédito Acessível,4376.02,11,2026-01-14 12:39:00,Desconhecido,0.0,728,4,737,99,100,2166,705,589,APTOS,2,1,0,397.8200000000001,0,1,8,641.0,0.9801980198019802,661,1192,6,1,16245,22,470,8045,1,0
1954719,Produtor_0579,Lancamento_3884,Emagrecimento,328.0,Médio,3210001,SP,Cidade_5362,1968-10-01,57,Crédito Acessível,1916.28,12,2026-01-14 12:40:00,Desconhecido,0.0,595,2,362,99,98,4020,579,564,APTOS,2,1,0,159.69,0,1,8,789.875,1.0,237,1130,2,3,8486,27,2554,1973,1,0
1955547,Produtor_0683,Lancamento_0232,Autoconhecimento,298.0,Alto,74413-105,GO,Cidade_0269,2001-01-15,25,Antecipação Produtor,1792.8,12,2026-01-14 12:40:00,Desconhecido,0.0,559,4,625,99,91,2528,612,612,APTOS,2,1,0,149.4,0,1,8,641.25,1.076086956521739,278,67,0,0,15525,9,125,11249,0,0
1955543,Produtor_0579,Lancamento_3884,Emagrecimento,Desconhecido,Desconhecido,02925-070,SP,Cidade_5362,1997-06-24,28,Crédito Acessível,2157.0,12,2026-01-14 12:42:00,Desconhecido,0.0,540,1,494,99,55,8125,496,514,APTOS,2,1,0,179.75,0,1,8,1290.5,1.7678571428571428,237,1130,2,2,306,27,2554,10347,1,0
1955354,Produtor_0579,Lancamento_3884,Emagrecimento,345.0,Médio,23810-100,RJ,Cidade_2438,1963-06-18,62,Crédito Acessível,2157.0,12,2026-01-14 12:43:00,Desconhecido,0.0,625,8,625,99,87,6686,625,625,APTOS,2,1,0,179.75,0,1,8,1172.5,1.125,237,1130,2,3,6497,20,1183,1008,1,0
1955476,Produtor_1698,Lancamento_4110,Outros,173.0,Alto,37704-319,MG,Cidade_4197,1997-04-02,28,Crédito Acessível,515.52,6,2026-01-14 12:45:00,Desconhecido,0.0,512,1,494,99,39,1045,499,460,APTOS,2,1,0,85.92,0,1,8,393.625,2.475,717,1241,7,0,9589,11,2036,10280,1,0
1955488,Produtor_1862,Lancamento_4331,Outros,640.0,Médio,95770-000,RS,Cidade_1830,1970-07-19,55,Crédito Acessível,3693.97,18,2026-01-14 12:45:00,Desconhecido,0.0,755,3,733,2,91,12877,701,676,APTOS,2,1,0,205.2205555555556,0,1,8,1979.75,0.0217391304347826,783,1318,7,3,20254,24,903,2377,1,0
1955385,Produtor_0579,Lancamento_3884,Emagrecimento,448.0,Médio,11772-484,SP,Cidade_3964,1964-05-27,61,Crédito Acessível,2157.0,12,2026-01-14 12:46:00,Desconhecido,0.0,625,10,577,99,36,8481,596,554,APTOS,2,1,0,179.75,0,1,8,1372.25,2.675675675675676,237,1130,2,3,2860,27,1921,1163,1,0
1954600,Produtor_0683,Lancamento_0232,Autoconhecimento,Desconhecido,Desconhecido,79640-280,MS,Cidade_5600,1997-07-01,28,Crédito Acessível,2988.0,12,2026-01-14 12:46:00,Desconhecido,0.0,517,2,497,99,73,2284,543,522,APTOS,2,1,0,249.0,0,1,8,567.125,1.337837837837838,278,67,0,2,17096,12,2682,10353,1,0
1953920,Produtor_2034,Lancamento_0358,Autoconhecimento,219.0,Alto,04340-090,SP,Cidade_5362,1989-06-30,36,Crédito Acessível,1905.48,12,2026-01-14 12:46:00,Desconhecido,0.0,603,3,607,99,100,1800,576,554,APTOS,2,1,0,158.79,0,1,8,542.75,0.9801980198019802,860,119,0,0,809,27,2554,8025,1,0
1955583,Produtor_1037,Lancamento_2401,Outros,716.0,Baixo,72920725,GO,Cidade_5946,1996-01-31,30,Crédito Acessível,1237.32,12,2026-01-14 12:50:00,Desconhecido,0.0,696,2,644,99,100,1518,643,642,APTOS,2,1,0,103.11,0,1,8,543.0,0.9801980198019802,422,707,7,1,15288,9,2836,9942,1,0
1955556,Produtor_1698,Lancamento_4110,Outros,603.0,Médio,19220000,SP,Cidade_3429,1989-02-28,36,Crédito Acessível,515.52,6,2026-01-14 12:52:00,Desconhecido,0.0,567,1,641,99,73,1396,606,606,APTOS,2,1,0,85.92,0,1,8,498.625,1.337837837837838,717,1241,7,3,5562,27,1661,7920,1,0
1955579,Produtor_0579,Lancamento_3884,Emagrecimento,815.0,Baixo,95715-000,RS,Cidade_4717,1978-11-04,47,Crédito Acessível,2157.0,12,2026-01-14 12:53:00,Desconhecido,0.0,722,5,761,99,100,2901,722,709,APTOS,2,1,0,179.75,0,1,8,752.375,0.9801980198019802,237,1130,2,1,20244,24,2301,4676,1,0
1954924,Produtor_0782,Lancamento_1516,Outros,588.0,Médio,30870-360,MG,Cidade_0618,1997-04-14,28,Crédito Acessível,1358.4,8,2026-01-14 12:55:00,Desconhecido,0.0,717,1,694,99,59,1839,666,678,APTOS,2,1,0,169.8,0,1,8,594.125,1.65,321,496,7,3,8245,11,309,10291,1,0
1955569,Produtor_2203,Lancamento_0765,Autodesenvolvimento,564.0,Médio,07659-510,SP,Cidade_3065,1964-10-24,61,Crédito Acessível,568.75,7,2026-01-14 12:55:00,Desconhecido,0.0,710,5,681,99,93,2107,676,695,APTOS,2,1,0,81.25,0,1,8,633.25,1.053191489361702,928,266,1,3,1846,27,1484,1232,1,0
1955566,Produtor_1720,Lancamento_3818,Autodesenvolvimento,612.0,Médio,63560-000,CE,Cidade_0060,1995-08-28,30,Crédito Acessível,1919.52,8,2026-01-14 12:57:00,Desconhecido,0.0,627,4,659,99,75,1516,608,599,APTOS,2,1,0,239.94,0,1,8,523.375,1.3026315789473684,723,1111,1,3,13102,6,27,9817,1,0
1953572,Produtor_0242,Lancamento_4236,Autoconhecimento,201.0,Alto,12030280,SP,Cidade_5475,1950-08-30,75,Crédito Acessível,1982.04,12,2026-01-14 13:05:00,Desconhecido,0.0,625,4,561,99,92,1912,596,625,APTOS,2,1,0,165.17,0,1,8,564.25,1.064516129032258,105,1278,0,0,2877,27,2625,64,1,0
1952723,Produtor_1186,Lancamento_3758,Empreendedor,Desconhecido,Desconhecido,32497-188,MG,Cidade_0799,1990-02-21,35,Crédito Acessível,550.24,5,2026-01-14 13:12:00,Desconhecido,0.0,395,1,466,99,65,1789,511,477,APTOS,2,1,0,110.048,0,1,8,475.375,1.5,504,1094,3,2,8581,11,390,8216,1,0
1955646,Produtor_1550,Lancamento_0501,Autodesenvolvimento,293.0,Alto,13010-219,SP,Cidade_1015,2007-07-20,18,Crédito Acessível,3225.36,12,2026-01-14 13:14:00,Desconhecido,0.0,559,5,599,99,999,1780,566,551,APTOS,2,1,0,268.78000000000003,0,1,8,644.75,0.099,656,173,1,0,3317,27,512,12458,1,0
1955640,Produtor_0579,Lancamento_3884,Emagrecimento,257.0,Alto,82620-110,PR,Cidade_1555,1967-11-30,58,Crédito Acessível,2157.0,12,2026-01-14 13:16:00,Desconhecido,0.0,625,10,544,2,99,6998,594,587,APTOS,2,1,0,179.75,0,1,8,1182.375,0.02,237,1130,2,0,17485,19,780,1788,1,0
1954167,Produtor_0303,Lancamento_2500,Outros,298.0,Alto,14022-322,SP,Cidade_4393,1988-10-22,37,Crédito Acessível,2106.12,12,2026-01-14 13:20:00,Desconhecido,0.0,596,1,585,99,18,2673,548,529,APTOS,2,1,0,175.51,0,1,8,631.125,5.2105263157894735,131,747,7,0,4306,27,2128,7808,1,0
1955683,Produtor_1292,Lancamento_2340,Outros,0.0,Alto,19502336,SP,Cidade_3186,1979-12-22,46,Crédito Acessível,1708.44,12,2026-01-14 13:20:00,Desconhecido,0.0,452,1,462,99,0,1000,494,478,APTOS,2,1,0,142.37,0,1,8,373.25,99.0,548,698,7,0,5588,27,1543,5017,1,0
1955676,Produtor_1355,Lancamento_2841,Emagrecimento,281.0,Alto,11721-100,SP,Cidade_4205,1977-05-16,48,Crédito Acessível,1060.65,9,2026-01-14 13:22:00,Desconhecido,0.0,555,1,538,2,87,2830,508,475,APTOS,2,1,0,117.85,0,1,8,624.5,0.0227272727272727,568,863,2,0,2830,27,2041,4242,1,0
1882789,Produtor_0683,Lancamento_0232,Autoconhecimento,703.0,Baixo,14408-056,SP,Cidade_1803,1984-10-26,41,Antecipação Produtor,1792.8,12,2026-01-14 13:22:00,Desconhecido,0.0,625,7,616,99,100,3620,625,625,APTOS,2,1,0,149.4,0,1,8,789.625,0.9801980198019802,278,67,0,1,4468,27,895,6564,0,0
1955686,Produtor_1355,Lancamento_2841,Emagrecimento,Desconhecido,Desconhecido,21620-050,RJ,Cidade_4446,1984-05-16,41,Crédito Acessível,1113.24,12,2026-01-14 13:23:00,Desconhecido,0.0,593,3,627,99,100,2963,622,563,APTOS,2,1,0,92.77,0,1,8,696.25,0.9801980198019802,568,863,2,2,5989,20,2165,6425,1,0
1955650,Produtor_0579,Lancamento_3884,Emagrecimento,Desconhecido,Desconhecido,06950-000,SP,Cidade_2807,1995-05-28,30,Crédito Acessível,2157.0,12,2026-01-14 13:23:00,Desconhecido,0.0,549,4,621,99,100,3500,625,625,APTOS,2,1,0,179.75,0,1,8,765.375,0.9801980198019802,237,1130,2,2,1682,27,1368,9745,1,0
1955644,Produtor_1792,Lancamento_4210,Autoconhecimento,Desconhecido,Desconhecido,66053-040,PA,Cidade_0627,1974-10-07,51,Crédito Acessível,2184.24,12,2026-01-14 13:24:00,Desconhecido,0.0,564,2,467,99,72,28110,543,552,APTOS,2,1,0,182.02,0,1,8,3801.125,1.356164383561644,754,1272,0,2,13645,15,313,3503,1,0
1955679,Produtor_0579,Lancamento_3884,Emagrecimento,740.0,Baixo,30530080,MG,Cidade_0618,1962-10-04,63,Crédito Acessível,2157.0,12,2026-01-14 13:25:00,Desconhecido,0.0,718,4,671,2,100,4460,676,696,APTOS,2,1,0,179.75,0,1,8,915.875,0.0198019801980198,237,1130,2,1,8118,11,309,913,1,0
1955712,Produtor_1446,Lancamento_3392,Outros,199.0,Alto,68400-000,PA,Cidade_1001,1992-04-11,33,Crédito Acessível,432.24,4,2026-01-14 13:28:00,Desconhecido,0.0,562,2,532,99,27,3077,521,522,APTOS,2,1,0,108.06,0,1,8,667.75,3.5357142857142856,612,1022,7,0,13981,15,503,8846,1,0
1955669,Produtor_0683,Lancamento_0232,Autoconhecimento,Desconhecido,Desconhecido,78600-036,MT,Cidade_0552,1959-10-23,66,Crédito Acessível,2988.0,12,2026-01-14 13:29:00,Desconhecido,0.0,617,2,778,2,100,4775,691,665,APTOS,2,1,0,249.0,0,1,8,953.75,0.0198019801980198,278,67,0,2,16739,13,272,560,1,0
1955729,Produtor_0837,Lancamento_2332,Outros,Desconhecido,Desconhecido,95674-304,RS,Cidade_2035,1984-06-12,41,Crédito Acessível,2602.56,12,2026-01-14 13:32:00,Desconhecido,0.0,628,2,565,2,88,18241,611,646,APTOS,2,1,0,216.88,0,1,8,2597.875,0.0224719101123595,337,692,7,2,20205,24,992,6449,1,0
1955720,Produtor_1182,Lancamento_1043,Empreendedor,256.0,Alto,35527-820,MG,Cidade_3562,1993-12-15,32,Crédito Acessível,2904.8,8,2026-01-14 13:32:00,Desconhecido,0.0,542,1,505,99,100,1648,528,527,APTOS,2,1,0,363.1,0,1,8,493.75,0.9801980198019802,501,353,3,0,9018,11,1719,9323,1,0
1955709,Produtor_0579,Lancamento_3884,Emagrecimento,359.0,Médio,95500-000,RS,Cidade_4800,1993-07-16,32,Crédito Acessível,2157.0,12,2026-01-14 13:33:00,Desconhecido,0.0,625,1,610,2,80,8640,583,570,APTOS,2,1,0,179.75,0,1,8,1388.875,0.0246913580246913,237,1130,2,3,20170,24,2325,9210,1,0
1955678,Produtor_1355,Lancamento_2841,Emagrecimento,339.0,Médio,44300-000,BA,Cidade_0909,1981-05-18,44,Crédito Acessível,1113.24,12,2026-01-14 13:34:00,Desconhecido,0.0,625,3,619,99,70,3713,594,571,APTOS,2,1,0,92.77,0,1,8,786.75,1.3943661971830985,568,863,2,3,10696,4,458,5451,1,0
1955740,Produtor_0579,Lancamento_3884,Emagrecimento,177.0,Alto,17570009,SP,Cidade_3639,1979-08-18,46,Crédito Acessível,2157.0,12,2026-01-14 13:36:00,Desconhecido,0.0,625,1,575,99,95,4071,602,625,APTOS,2,1,0,179.75,0,1,8,836.625,1.03125,237,1130,2,0,5116,27,1754,4919,1,0
1955486,Produtor_0683,Lancamento_0232,Autoconhecimento,319.0,Médio,77808470,TO,Cidade_0312,1974-11-08,51,Crédito Acessível,1719.18,9,2026-01-14 13:36:00,Desconhecido,0.0,625,2,616,99,72,10664,587,569,APTOS,2,1,0,191.02,0,1,8,1654.25,1.356164383561644,278,67,0,3,16411,30,146,3531,1,0
1955741,Produtor_0579,Lancamento_3884,Emagrecimento,631.0,Médio,22765-330,RJ,Cidade_4446,1991-01-14,35,Crédito Acessível,1916.28,12,2026-01-14 13:38:00,Desconhecido,0.0,645,2,650,99,91,3595,625,601,APTOS,2,1,0,159.69,0,1,8,788.5,1.076086956521739,237,1130,2,3,6266,20,2165,8478,1,0
1955663,Produtor_0579,Lancamento_3884,Emagrecimento,Desconhecido,Desconhecido,28880-000,RJ,Cidade_1211,1968-09-05,57,Crédito Acessível,2157.0,12,2026-01-14 13:39:00,Desconhecido,0.0,538,3,625,99,95,2543,571,546,APTOS,2,1,0,179.75,0,1,8,627.5,1.03125,237,1130,2,2,7500,20,615,1955,1,0
1955758,Produtor_0001,Lancamento_0925,Outros,117.0,Alto,06384-070,SP,Cidade_1154,2000-05-19,25,Crédito Acessível,5722.0,11,2026-01-14 13:40:00,Desconhecido,0.0,527,3,461,99,100,500,494,501,APTOS,2,1,0,520.1818181818181,0,1,8,335.625,0.9801980198019802,0,305,7,0,1424,27,585,11093,1,0
1955224,Produtor_1446,Lancamento_3392,Outros,161.0,Alto,35660-395,MG,Cidade_3853,2006-05-05,19,Crédito Acessível,347.32,4,2026-01-14 13:41:00,Desconhecido,0.0,505,1,515,99,94,1847,514,492,APTOS,2,1,0,86.83,0,1,8,508.375,1.0421052631578946,612,1022,7,0,9069,11,1867,12267,1,0
1955549,Produtor_0667,Lancamento_2423,Outros,481.0,Médio,64220000,PI,Cidade_2989,1979-01-04,47,Crédito Acessível,2483.19,9,2026-01-14 13:41:00,Desconhecido,0.0,677,5,640,2,99,4862,684,714,APTOS,2,1,0,275.91,0,1,8,960.375,0.02,272,720,7,3,13248,18,1448,4725,1,0
1953828,Produtor_1846,Lancamento_4171,Mentoria,295.0,Alto,37834-166,MG,Cidade_2121,1987-12-24,38,Crédito Acessível,2478.48,12,2026-01-14 13:41:00,Desconhecido,0.0,550,1,567,99,0,2830,558,547,APTOS,2,1,0,206.54,0,1,8,644.0,99.0,776,1259,6,0,9604,11,1034,7548,1,0
1955527,Produtor_0579,Lancamento_3884,Emagrecimento,820.0,Baixo,78055-790,MT,Cidade_1539,1988-04-06,37,Crédito Acessível,2157.0,12,2026-01-14 13:41:00,Desconhecido,0.0,683,4,694,99,100,3585,669,684,APTOS,2,1,0,179.75,0,1,8,814.75,0.9801980198019802,237,1130,2,1,16493,13,772,7643,1,0
1955462,Produtor_0025,Lancamento_2113,Empreendedor,304.0,Médio,14037-402,SP,Cidade_4393,1987-10-18,38,Crédito Acessível,989.16,12,2026-01-14 13:42:00,Desconhecido,0.0,609,7,586,99,0,2935,603,616,APTOS,2,1,0,82.42999999999999,0,1,8,681.875,99.0,12,575,3,3,4321,27,2128,7490,1,0
1955322,Produtor_0579,Lancamento_3884,Emagrecimento,331.0,Médio,13600-085,SP,Cidade_0337,1971-03-30,54,Crédito Acessível,2157.0,12,2026-01-14 13:42:00,Desconhecido,0.0,608,3,511,99,86,5363,523,584,APTOS,2,1,0,179.75,0,1,8,972.125,1.137931034482759,237,1130,2,3,4138,27,156,2556,1,0
1955103,Produtor_0579,Lancamento_3884,Emagrecimento,161.0,Alto,04933-160,SP,Cidade_5362,1982-08-14,43,Crédito Acessível,2157.0,12,2026-01-14 13:45:00,Desconhecido,0.0,586,2,540,99,0,1600,566,564,APTOS,2,1,0,179.75,0,1,8,494.625,99.0,237,1130,2,0,1031,27,2554,5858,1,0
1955025,Produtor_0753,Lancamento_3939,Outros,633.0,Médio,74675-050,GO,Cidade_2012,1996-09-11,29,Crédito Acessível,1019.76,12,2026-01-14 13:46:00,Desconhecido,0.0,717,2,704,99,73,5016,664,672,APTOS,2,1,0,84.98,0,1,8,993.375,1.337837837837838,305,1164,7,3,15616,9,982,10120,1,0
1955530,Produtor_0579,Lancamento_3884,Emagrecimento,Desconhecido,Desconhecido,07144-001,SP,Cidade_2115,1986-05-20,39,Crédito Acessível,2157.0,12,2026-01-14 13:50:00,Desconhecido,0.0,669,1,651,99,89,3552,586,533,APTOS,2,1,0,179.75,0,1,8,772.5,1.1,237,1130,2,2,1749,27,1032,7048,1,0
1955763,Produtor_1308,Lancamento_3693,Empreendedor,Desconhecido,Desconhecido,83403300,PR,Cidade_1356,Desconhecido,0,Crédito Acessível,1237.32,12,2026-01-14 13:53:00,Desconhecido,0.0,536,5,590,99,22,1460,559,576,APTOS,2,1,0,103.11,0,1,8,480.875,4.304347826086956,555,1063,3,2,17641,19,684,12536,1,0
1955361,Produtor_0579,Lancamento_3884,Emagrecimento,240.0,Alto,24360440,RJ,Cidade_3468,1987-11-15,38,Crédito Acessível,2157.0,12,2026-01-14 13:54:00,Desconhecido,0.0,510,4,524,99,78,3373,535,531,APTOS,2,1,0,179.75,0,1,8,706.75,1.2531645569620251,237,1130,2,0,6616,20,1679,7513,1,0
1955641,Produtor_1154,Lancamento_1440,Empreendedor,22.0,Alto,60311-020,CE,Cidade_1883,1999-12-09,26,Crédito Acessível,340.0,4,2026-01-14 13:54:00,Desconhecido,0.0,598,2,565,99,998,1507,542,531,APTOS,2,1,0,85.0,0,1,8,605.25,0.0990990990990991,490,471,3,0,12642,6,926,10982,1,0
1955733,Produtor_1182,Lancamento_1043,Empreendedor,302.0,Médio,64900-000,PI,Cidade_0699,1994-05-05,31,Crédito Acessível,3099.0,12,2026-01-14 13:55:00,Desconhecido,0.0,562,1,597,99,91,1585,585,527,APTOS,2,1,0,258.25,0,1,8,505.875,1.076086956521739,501,353,3,3,13308,18,349,9432,1,0
1954244,Produtor_0579,Lancamento_3884,Emagrecimento,913.0,Baixo,95272-000,RS,Cidade_1855,1969-01-07,57,Crédito Acessível,1916.28,12,2026-01-14 13:56:00,Desconhecido,0.0,677,3,717,99,100,2153,690,695,APTOS,2,1,0,159.69,0,1,8,641.75,0.9801980198019802,237,1130,2,1,20156,24,912,2035,1,0
1955751,Produtor_1382,Lancamento_3788,Outros,701.0,Baixo,19910-087,SP,Cidade_3662,1975-07-23,50,Crédito Acessível,705.96,9,2026-01-14 13:57:00,Desconhecido,0.0,636,1,702,99,998,2650,664,671,APTOS,2,1,0,78.44,0,1,8,802.625,0.0990990990990991,580,1099,7,1,5633,27,1764,3730,1,0
1955794,Produtor_1042,Lancamento_0270,Outros,279.0,Alto,17055-175,SP,Cidade_0599,1980-11-27,45,Crédito Acessível,1189.92,12,2026-01-14 14:00:00,Desconhecido,0.0,615,1,625,99,76,3127,601,574,APTOS,2,1,0,99.16,0,1,8,714.75,1.2857142857142858,427,78,7,0,5025,27,296,5305,1,0
1955815,Produtor_1154,Lancamento_1441,Empreendedor,250.0,Alto,56903-314,PE,Cidade_4895,1988-02-07,37,Crédito Acessível,237.99,3,2026-01-14 14:03:00,Desconhecido,0.0,499,1,447,99,100,500,472,478,APTOS,2,1,0,79.33,0,1,8,324.5,0.9801980198019802,490,472,3,0,11963,17,2379,7588,1,0
1955796,Produtor_0579,Lancamento_3884,Emagrecimento,411.0,Médio,35901-119,MG,Cidade_2416,1978-08-11,47,Crédito Acessível,2157.0,12,2026-01-14 14:03:00,Desconhecido,0.0,781,1,714,99,94,3297,665,668,APTOS,2,1,0,179.75,0,1,8,789.875,1.0421052631578946,237,1130,2,3,9166,11,1174,4608,1,0
1955756,Produtor_1290,Lancamento_3934,Financeiro,458.0,Médio,36405-048,MG,Cidade_0525,1976-07-02,49,Crédito Acessível,1874.04,12,2026-01-14 14:04:00,Desconhecido,0.0,625,2,576,99,58,11891,588,550,APTOS,2,1,0,156.17,0,1,8,1798.625,1.6779661016949152,546,1160,4,3,9315,11,256,3989,1,0
1954226,Produtor_0579,Lancamento_3884,Emagrecimento,648.0,Médio,38400-428,MG,Cidade_5664,1984-09-06,41,Crédito Acessível,1916.28,12,2026-01-14 14:04:00,Desconhecido,0.0,666,9,680,99,69,4700,656,618,APTOS,2,1,0,159.69,0,1,8,937.125,1.4142857142857144,237,1130,2,3,9749,11,2717,6520,1,0
1955801,Produtor_1355,Lancamento_2841,Emagrecimento,351.0,Médio,89206-400,SC,Cidade_2758,1974-06-21,51,Crédito Acessível,1113.24,12,2026-01-14 14:04:00,Desconhecido,0.0,593,8,581,99,73,4198,599,625,APTOS,2,1,0,92.77,0,1,8,847.0,1.337837837837838,568,863,2,3,19191,25,1347,3415,1,0
1954360,Produtor_0579,Lancamento_3884,Emagrecimento,525.0,Médio,88345-738,SC,Cidade_0993,1986-12-06,39,Crédito Acessível,1916.28,12,2026-01-14 14:05:00,Desconhecido,0.0,591,2,612,99,74,2018,584,574,APTOS,2,1,0,159.69,0,1,8,569.25,1.32,237,1130,2,3,18893,25,499,7222,1,0
