SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,score,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,segmento_encoded,modalidade_encoded,endereco_estado_encoded,endereco_cidade_encoded,endereco_cep_encoded,lancamento_encoded,produtor_encoded,MENSAGEM_TIPO_REGISTRO_encoded,categoria_risco_score_encoded,idade_encoded,nascimento_encoded,pedido_id
625,8,625,99,63,1907.0,619,604,623.0,507.38,2.0,3.0,1,8,0,253.69,1,8,568.75,1.546875,1,1,5,129,998,73891,625,391,0,2,64,21174,1949827
552,3,634,99,97,5315.0,644,671,688.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,1001.875,1.010204081632653,0,0,5,174,1729,16489,231,682,0,1,58,25008,1949813
534,1,574,99,998,2698.0,544,494,281.0,1019.76,12.0,3.0,1,8,0,84.98,1,8,742.75,0.0990990990990991,2,8,5,67,1242,52098,3722,752,0,0,65,20386,1949339
594,2,599,99,998,3131.0,592,588,334.0,2416.38,12.0,3.0,1,8,0,201.365,1,8,825.375,0.0990990990990991,1,8,5,108,60,67468,4066,1129,0,2,71,16633,1949497
573,4,614,99,77,3830.0,577,582,294.0,384.15,5.0,3.0,1,8,0,76.83,1,8,794.5,1.2692307692307692,2,4,5,174,3231,9605,1065,723,0,0,66,20069,1949836
622,1,593,99,80,2865.0,551,565,256.0,1736.14,12.0,3.0,1,8,0,144.67833333333334,1,8,672.0,1.2222222222222223,2,8,5,108,1538,66972,184,47,0,0,0,30021,1941222
584,2,559,99,14,1500.0,531,560,209.0,2236.7,12.0,3.0,1,8,0,186.39166666666665,1,8,481.125,6.6,2,8,5,174,4947,11829,4020,720,0,0,88,5324,1949833
615,1,618,99,97,1813.0,591,546,315.0,2352.48,12.0,3.0,1,8,0,196.04,1,8,547.5,1.010204081632653,1,4,5,67,1882,51243,2185,76,0,2,56,26248,1949841
768,1,707,99,95,7322.0,684,667,607.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,1292.875,1.03125,1,0,5,129,282,74093,231,682,0,2,69,18082,1946817
489,2,520,99,998,1798.0,526,554,280.0,559.44,6.0,3.0,1,8,0,93.24,1,8,623.25,0.0990990990990991,2,3,5,184,3749,65884,3703,110,0,0,56,26028,1949825
527,7,517,99,18,1518.0,543,539,293.0,568.75,7.0,3.0,1,8,0,81.25,1,8,471.0,5.2105263157894735,2,4,5,148,3161,27831,2193,287,0,0,86,6444,1948785
677,2,667,99,91,2633.0,643,624,780.0,1172.76,12.0,3.0,1,8,0,97.73,1,8,679.5,1.076086956521739,0,8,5,174,4876,3373,1080,1717,0,1,57,25506,1949850
649,2,665,99,96,1379.0,657,696,767.0,11169.74,12.0,3.0,1,8,0,930.8116666666666,1,8,530.375,1.0206185567010309,0,7,5,75,763,60745,3991,803,0,1,54,27389,1949848
542,1,525,99,88,8565.0,522,444,159.0,897.12,6.0,3.0,1,8,0,149.52,1,8,1348.25,1.1123595505617978,2,1,5,174,4876,4888,303,829,0,0,67,19407,1949845
528,2,554,99,100,2685.0,542,450,392.0,2403.96,12.0,3.0,1,8,0,200.33,1,8,620.0,0.9801980198019802,1,8,5,174,4946,22491,747,1632,0,2,71,16260,1948994
617,1,590,99,93,13712.0,561,563,315.0,585.63,3.0,3.0,1,8,0,195.21,1,8,2029.5,1.053191489361702,1,8,5,148,4445,25558,1308,628,0,2,71,16414,1949853
662,1,701,2,71,5065.0,647,623,293.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,971.5,0.0277777777777777,2,0,1,174,4392,18224,231,682,0,0,91,4060,1944426
625,2,625,99,100,1862.0,617,573,298.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,562.875,0.9801980198019802,2,0,5,51,3027,56584,231,682,0,0,64,21232,1949838
618,4,625,99,0,2005.0,539,603,478.0,1792.8,12.0,3.0,1,8,0,149.4,1,8,561.625,99.0,1,0,1,125,1934,49727,231,682,0,2,81,9888,1949861
657,1,619,99,998,3832.0,626,685,557.0,979.2,12.0,3.0,1,8,0,81.60000000000001,1,8,939.625,0.0990990990990991,1,0,5,174,1903,7434,24,194,0,2,85,7342,1949855
487,1,487,99,0,1817.0,547,586,323.0,1508.8,8.0,3.0,1,8,0,188.6,1,8,503.0,99.0,1,4,5,148,4878,31115,1563,1468,0,2,77,12302,1949854
726,3,645,2,98,14695.0,612,623,562.0,5790.21,12.0,3.0,1,8,0,482.5175,1,8,2175.5,0.0202020202020202,1,8,5,104,1398,39410,3866,1673,0,2,70,17155,1949849
520,2,520,99,19,8095.0,515,498,258.0,1857.84,12.0,3.0,1,8,0,154.82,1,8,1283.5,4.95,2,0,5,75,763,60327,2471,101,0,0,81,9966,1941572
614,9,624,99,62,5640.0,581,623,327.0,517.8,6.0,3.0,1,8,0,86.3,1,8,1031.5,1.5714285714285714,1,4,5,59,1824,43869,2321,1484,0,2,93,3193,1949856
582,3,621,99,94,1824.0,592,602,168.0,1756.48,11.0,3.0,1,8,0,159.68,1,8,552.125,1.0421052631578946,2,0,5,174,4876,2195,1587,720,0,0,80,10660,1929309
532,2,538,99,100,2384.0,517,460,391.0,1577.85,3.0,3.0,1,8,0,525.9499999999999,1,8,579.0,0.9801980198019802,1,0,1,129,4104,72130,231,682,0,2,54,27609,1949870
508,1,495,99,100,2499.0,528,493,313.0,1985.76,12.0,3.0,1,8,0,165.48,1,8,590.375,0.9801980198019802,1,8,5,107,1030,68655,3988,530,0,2,61,23226,1937743
517,3,484,99,82,3082.0,497,483,209.0,510.03,3.0,3.0,1,8,0,170.01,1,8,655.875,1.1927710843373494,2,8,5,104,3944,37516,468,616,0,0,64,21381,1949846
525,2,498,99,61,1507.0,533,527,206.0,550.24,5.0,3.0,1,8,0,110.048,1,8,469.0,1.596774193548387,2,4,5,104,4600,35872,3652,1185,0,0,65,20256,1949877
697,2,708,2,85,17761.0,663,673,193.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,2573.875,0.0232558139534883,2,0,5,174,4766,10178,231,682,0,0,76,13124,1949874
573,3,625,99,87,1000.0,606,600,229.0,662.62,7.0,3.0,1,8,0,94.66,1,8,449.125,1.125,2,8,5,59,5075,44510,736,1775,0,0,65,20179,1936246
429,1,428,99,57,4951.0,466,450,126.0,550.24,5.0,3.0,1,8,0,110.048,1,8,860.125,1.706896551724138,2,4,5,104,1421,34937,3652,1185,0,0,68,18265,1949875
575,1,610,99,19,4187.0,596,599,299.0,1792.8,12.0,3.0,1,8,0,149.4,1,8,835.75,4.95,2,0,1,174,4520,9263,231,682,0,0,70,17163,1949773
577,3,600,99,100,3094.0,588,558,273.0,550.24,5.0,3.0,1,8,0,110.048,1,8,702.375,0.9801980198019802,2,4,5,104,617,34468,3652,1185,0,0,68,18532,1949869
602,1,599,99,8,5312.0,525,495,193.0,1237.32,12.0,3.0,1,8,0,103.11,1,8,955.125,11.0,2,3,5,129,4278,74988,3766,1166,0,0,72,15613,1949879
652,3,636,99,100,1587.0,627,636,846.0,568.75,7.0,3.0,1,8,0,81.25,1,8,542.5,0.9801980198019802,0,3,5,102,2033,54681,3703,110,0,1,55,27179,1947862
501,4,547,99,100,32915.0,542,482,269.0,1736.16,12.0,3.0,1,8,0,144.68,1,8,4398.75,0.9801980198019802,2,8,5,148,4674,31338,184,47,0,0,86,6898,1786559
587,2,530,99,53,8148.0,537,538,233.0,432.24,4.0,3.0,1,8,0,108.06,1,8,1311.75,1.8333333333333333,2,8,5,174,4644,9346,3391,1445,0,0,60,23680,1949890
725,9,681,99,100,1376.0,659,643,496.0,1792.8,12.0,3.0,1,8,0,149.4,1,8,536.5,0.9801980198019802,1,0,1,90,3452,64210,231,682,0,2,84,7701,1949871
711,1,690,2,92,5334.0,657,605,776.0,4906.96,13.0,3.0,1,8,0,377.4584615384616,1,8,1011.5,0.021505376344086,0,8,5,107,2598,69188,212,633,0,1,76,12708,1949887
556,2,595,99,47,1400.0,565,570,275.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,479.25,2.0625,2,0,1,184,3749,66018,231,682,0,0,53,27806,1949883
533,1,518,99,999,1642.0,515,510,351.0,853.26,3.0,3.0,1,8,0,284.42,1,8,602.125,0.099,1,8,5,123,626,55301,388,279,0,2,3,29912,1949903
643,4,631,99,100,500.0,645,665,621.0,3847.25,11.0,3.0,1,8,0,349.75,1,8,410.875,0.9801980198019802,1,7,5,126,3885,47192,4083,301,0,2,55,26634,1949904
588,1,470,2,83,9213.0,485,471,148.0,7049.31,12.0,3.0,1,8,0,587.4425,1,8,1414.125,0.0238095238095238,2,8,5,148,4445,26078,2167,1673,0,0,80,10382,1949900
709,6,662,99,86,6023.0,685,752,654.0,9360.24,24.0,3.0,1,8,0,390.01,1,8,1127.75,1.137931034482759,0,8,5,148,3036,30333,3875,49,0,1,70,17135,1949908
632,1,652,99,76,1568.0,624,631,522.0,568.75,7.0,3.0,1,8,0,81.25,1,8,535.375,1.2857142857142858,1,3,5,174,2453,20359,3708,110,0,2,53,27904,1949909
587,9,619,99,100,3709.0,627,649,661.0,2865.33,9.0,3.0,1,8,0,318.37,1,8,799.875,0.9801980198019802,0,0,5,150,380,65415,231,682,0,1,68,18760,1949915
696,2,680,99,998,2105.0,651,648,726.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,734.875,0.0990990990990991,0,0,1,129,744,72550,231,682,0,1,78,11569,1948936
608,2,587,99,0,3000.0,575,561,193.0,2478.48,12.0,3.0,1,8,0,206.54,1,8,679.0,99.0,2,7,5,90,1316,61398,3731,1430,0,0,60,23544,1949823
620,1,558,99,96,10462.0,530,512,351.0,550.24,5.0,3.0,1,8,0,110.048,1,8,1609.75,1.0206185567010309,1,4,5,104,4716,37592,3652,1185,0,2,72,15819,1949914
625,4,520,99,74,1507.0,598,587,357.0,2730.84,12.0,3.0,1,8,0,227.57,1,8,501.75,1.32,1,8,5,90,1316,61414,1314,1755,0,2,76,13342,1947501
499,1,532,99,29,1552.0,530,486,255.0,100.0,1.0,3.0,1,8,0,100.0,1,8,466.0,3.3,2,8,5,104,2788,37522,458,350,0,0,86,6543,1853542
516,1,541,99,70,1778.0,523,472,306.0,497.1,5.0,3.0,1,8,0,99.42,1,8,500.0,1.3943661971830985,1,3,5,150,4160,65027,375,1866,0,2,58,25398,1949918
486,1,462,99,998,3197.0,471,469,225.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,772.875,0.0990990990990991,2,0,5,174,2155,17739,231,682,0,0,69,17480,1949714
615,6,577,99,95,4092.0,585,576,355.0,1189.92,12.0,3.0,1,8,0,99.16,1,8,830.625,1.03125,1,8,5,104,1421,35238,269,1041,0,2,71,16578,1945296
593,2,632,99,72,2490.0,633,627,428.0,3039.6,12.0,3.0,1,8,0,253.3,1,8,643.5,1.356164383561644,1,8,5,174,3304,17683,4055,1844,0,2,67,18842,1949884
625,3,583,2,99,7747.0,592,579,287.0,517.8,6.0,3.0,1,8,0,86.3,1,8,1278.75,0.02,-1,4,5,129,2097,72409,2321,1484,0,3,84,7682,1949920
600,3,603,99,100,5926.0,585,575,243.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,1061.375,0.9801980198019802,2,0,1,129,2943,73792,231,682,0,0,69,17767,1949795
647,5,704,2,99,1460.0,695,659,674.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,533.875,0.02,0,0,1,174,1714,16142,231,682,0,1,61,23296,1949924
591,2,625,99,998,2549.0,574,554,233.0,2185.15,6.0,3.0,1,8,0,364.19166666666666,1,8,749.0,0.0990990990990991,2,7,5,172,2452,76335,3195,1722,0,0,59,24577,1946247
507,4,518,99,998,1577.0,517,543,289.0,1556.16,12.0,3.0,1,8,0,129.68,1,8,595.375,0.0990990990990991,2,0,5,126,4330,46675,1595,720,0,0,75,13380,1921626
625,6,585,99,24,2705.0,604,607,385.0,1792.8,12.0,3.0,1,8,0,149.4,1,8,656.875,3.96,1,0,1,104,524,38300,231,682,0,2,75,13952,1949935
550,2,483,99,43,3840.0,549,531,315.0,1792.8,12.0,3.0,1,8,0,149.4,1,8,762.125,2.25,1,0,1,104,2831,39216,231,682,0,2,75,13415,1944837
654,1,642,99,68,7415.0,619,635,378.0,1985.76,12.0,3.0,1,8,0,165.48,1,8,1266.625,1.434782608695652,1,8,5,174,2114,6809,3988,530,0,2,84,8001,1948968
590,1,577,99,100,2377.0,552,523,617.0,2520.6,12.0,3.0,1,8,0,210.05,1,8,602.375,0.9801980198019802,1,0,5,129,1889,73199,4040,720,0,2,60,23939,1949885
531,2,549,99,54,5535.0,585,612,344.0,1189.92,12.0,3.0,1,8,0,99.16,1,8,995.875,1.8,1,8,5,148,3467,27188,269,1041,0,2,63,21538,1949932
625,1,625,2,100,27552.0,625,625,380.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,3769.375,0.0198019801980198,1,0,1,174,1014,13764,231,682,0,2,80,10218,1947083
602,1,625,99,998,1936.0,590,580,216.0,1415.59,11.0,3.0,1,8,0,128.69,1,8,678.875,0.0990990990990991,2,8,5,172,1881,77253,1515,781,0,0,69,17703,1949490
589,1,493,99,73,2900.0,528,533,274.0,1019.76,12.0,3.0,1,8,0,84.98,1,8,652.0,1.337837837837838,2,8,5,102,2489,54344,3722,752,0,0,61,22846,1949937
686,2,766,2,100,500.0,716,696,869.0,1792.8,12.0,3.0,1,8,0,149.4,1,8,433.5,0.0198019801980198,0,0,1,104,4907,36574,231,682,0,1,75,14015,1949948
705,1,681,99,100,2945.0,677,703,798.0,1237.32,12.0,3.0,1,8,0,103.11,1,8,738.875,0.9801980198019802,0,3,5,174,2680,5866,3766,1166,0,1,56,26359,1949945
513,3,504,99,21,4098.0,507,502,208.0,1189.92,12.0,3.0,1,8,0,99.16,1,8,780.875,4.5,2,8,5,67,1882,51063,269,1041,0,0,74,14175,1872145
625,5,625,2,100,1451.0,625,625,402.0,1303.08,12.0,3.0,1,8,0,108.59,1,8,507.25,0.0198019801980198,1,1,5,67,1882,51145,159,228,0,2,86,6528,1949922
578,1,540,99,93,1642.0,579,625,359.0,7172.28,29.0,3.0,1,8,0,247.32,1,8,519.625,1.053191489361702,1,0,5,152,4669,80960,3957,1157,0,2,95,2269,1949942
577,9,526,99,80,6498.0,541,477,418.0,517.8,6.0,3.0,1,8,0,86.3,1,8,1100.875,1.2222222222222223,1,4,5,174,5077,15447,2321,1484,0,2,99,1262,1949954
605,3,529,99,85,1400.0,579,575,347.0,4765.56,12.0,3.0,1,8,0,397.13000000000005,1,8,484.375,1.1511627906976745,1,4,5,90,4287,64646,415,539,0,2,62,22303,1865928
532,1,579,99,72,1609.0,556,549,313.0,1127.76,12.0,3.0,1,8,0,93.98,1,8,499.625,1.356164383561644,1,8,5,173,292,46026,4086,1887,0,2,95,2510,1949185
720,4,753,99,90,5443.0,706,677,491.0,9360.24,24.0,3.0,1,8,0,390.01,1,8,1061.5,1.0879120879120878,1,8,5,174,2321,15940,3875,49,0,2,66,19585,1949656
626,2,625,99,100,2432.0,640,672,287.0,3495.8,14.0,3.0,1,8,0,249.7,1,8,649.5,0.9801980198019802,-1,8,5,104,2030,36485,3910,173,0,3,66,20071,1939411
624,2,601,99,69,4565.0,604,577,299.0,312.64,2.0,3.0,1,8,0,156.32,1,8,892.625,1.4142857142857144,2,4,5,152,1247,81573,3352,347,0,0,96,2125,1948359
624,10,610,99,63,2791.0,583,573,342.0,517.8,6.0,3.0,1,8,0,86.3,1,8,669.125,1.546875,1,4,5,67,1882,51255,2321,1484,0,2,93,3298,1949949
456,1,425,99,100,1535.0,475,483,154.0,1159.84,8.0,3.0,1,8,0,144.98,1,8,446.75,0.9801980198019802,2,8,5,126,2273,47301,4067,1608,0,0,61,23078,1949957
674,1,694,99,100,2037.0,680,715,852.0,1019.76,12.0,3.0,1,8,0,84.98,1,8,625.0,0.9801980198019802,0,8,5,174,4832,19978,3722,752,0,1,51,29204,1949962
718,5,712,99,95,3552.0,655,636,815.0,1103.75,5.0,3.0,1,8,0,220.75,1,8,809.0,1.03125,0,8,5,172,535,76863,4066,1129,0,1,75,13532,1949959
625,1,625,99,999,1994.0,612,618,232.0,1792.8,12.0,3.0,1,8,0,149.4,1,8,696.625,0.099,2,0,5,174,4589,20419,231,682,0,0,89,5140,1949956
669,6,669,99,87,7314.0,667,708,668.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,1277.375,1.125,0,0,1,75,763,60995,231,682,0,1,80,10707,1949051
594,7,625,99,100,3249.0,625,625,413.0,2814.12,6.0,3.0,1,8,0,469.02,1,8,740.5,0.9801980198019802,1,7,5,104,2030,36410,3605,632,0,2,61,22905,1949960
648,1,645,99,100,1521.0,655,660,629.0,1719.18,9.0,3.0,1,8,0,191.02,1,8,541.125,0.9801980198019802,1,0,1,174,4756,4832,231,682,0,2,75,13634,1949968
674,1,697,99,100,1902.0,669,666,745.0,2437.0,10.0,3.0,1,8,0,243.7,1,8,601.0,0.9801980198019802,0,8,5,59,986,43526,3848,1654,0,1,73,15249,1949906
607,2,602,99,97,3272.0,564,580,463.0,3376.9,6.0,3.0,1,8,0,562.8166666666667,1,8,727.875,1.010204081632653,1,1,5,75,763,59316,3082,895,0,2,47,29641,1949967
704,1,625,99,98,1766.0,636,681,712.0,1682.49,10.0,3.0,1,8,0,168.249,1,8,576.25,1.0,0,8,5,150,2062,65363,962,1529,0,1,82,9028,1947952
650,2,623,99,100,11408.0,623,603,680.0,955.83,4.0,3.0,1,8,0,238.9575,1,8,1763.5,0.9801980198019802,0,0,5,81,5122,31520,2725,1177,0,1,60,23729,1949892
657,3,720,99,100,3697.0,725,710,763.0,1685.1,6.0,3.0,1,8,0,280.85,1,8,838.875,0.9801980198019802,0,8,5,81,4609,32749,2291,571,0,1,0,30021,1931335
624,6,623,99,0,5492.0,625,625,410.0,1189.92,12.0,3.0,1,8,0,99.16,1,8,1011.75,99.0,1,8,5,174,3652,5060,269,1041,0,2,66,20110,1949876
625,1,625,99,92,5388.0,625,625,353.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,1010.0,1.064516129032258,1,0,1,104,617,33624,231,682,0,2,85,7087,1946965
536,4,489,99,63,2187.0,533,502,275.0,509.25,5.0,3.0,1,8,0,101.85,1,8,551.625,1.546875,2,4,5,59,4563,42204,2321,1484,0,0,84,7782,1949980
625,5,625,2,85,1537.0,625,625,361.0,3871.84,7.0,3.0,1,8,0,553.12,1,8,516.125,0.0232558139534883,1,7,5,172,2452,76271,3195,1722,0,2,88,5483,1844307
525,1,529,99,100,2000.0,520,485,250.0,1262.68,10.0,3.0,1,8,0,126.268,1,8,532.375,0.9801980198019802,2,0,5,174,4766,10010,581,1039,0,0,80,10157,1949986
606,1,591,99,54,5377.0,565,542,342.0,77.49,1.0,3.0,1,8,0,77.49,1,8,979.375,1.8,1,8,5,129,3087,71892,209,839,0,2,71,16321,1949989
625,1,625,99,95,3774.0,625,625,211.0,1785.24,12.0,3.0,1,8,0,148.77,1,8,808.625,1.03125,2,0,5,104,2794,38130,231,682,0,0,69,18092,1949990
537,3,564,99,61,1200.0,491,456,263.0,1985.76,12.0,3.0,1,8,0,165.48,1,8,426.375,1.596774193548387,2,8,5,104,664,39148,3765,1130,0,0,56,26100,1949991
625,1,625,99,74,9083.0,625,616,186.0,2295.96,12.0,3.0,1,8,0,191.33,1,8,1468.5,1.32,2,8,5,152,557,80371,4020,720,0,0,76,13269,1949282
733,3,699,99,98,1649.0,678,698,456.0,1792.8,12.0,3.0,1,8,0,149.4,1,8,582.125,1.0,1,0,1,104,3692,36050,231,682,0,2,62,22786,1949994
561,7,610,99,100,2069.0,602,605,0.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,581.625,0.9801980198019802,2,0,5,129,1682,74612,231,682,0,0,85,7331,1948085
527,1,561,99,68,2182.0,527,508,676.0,2670.0,12.0,3.0,1,8,0,222.5,1,8,559.125,1.434782608695652,0,0,5,174,4876,3815,358,1787,0,1,82,9376,1941810
580,1,589,99,100,1400.0,562,541,314.0,3723.18,12.0,3.0,1,8,0,310.265,1,8,484.0,0.9801980198019802,1,4,5,104,1421,35052,4038,17,0,2,55,26990,1949993
489,2,467,99,83,4221.0,506,519,288.0,1905.48,12.0,3.0,1,8,0,158.79,1,8,798.25,1.1785714285714286,2,0,5,174,1623,10393,357,1787,0,0,76,12774,1949235
726,4,675,2,100,3345.0,641,559,659.0,509.25,5.0,3.0,1,8,0,101.85,1,8,756.5,0.0198019801980198,0,4,5,174,2799,15223,2321,1484,0,1,86,6753,1950002
625,6,625,99,100,834.0,615,625,326.0,1861.56,12.0,3.0,1,8,0,155.13,1,8,441.125,0.9801980198019802,1,7,5,172,2054,76773,4101,1793,0,2,67,19373,1950001
538,1,493,99,84,2187.0,515,551,238.0,347.32,4.0,3.0,1,8,0,86.83,1,8,558.5,1.1647058823529413,2,8,5,152,1247,81536,3391,1445,0,0,56,26251,1950003
608,1,615,99,100,1920.0,614,625,302.0,2160.0,12.0,3.0,1,8,0,180.0,1,8,572.75,0.9801980198019802,1,8,5,174,2799,15051,4020,720,0,2,96,1969,1949817
534,7,625,99,998,1840.0,619,625,342.0,1724.93,12.0,3.0,1,8,0,143.74416666666667,1,8,668.375,0.0990990990990991,1,8,5,150,1075,65368,4020,720,0,2,93,3186,1949872
604,4,545,99,1,1745.0,551,528,236.0,1019.76,12.0,3.0,1,8,0,84.98,1,8,509.625,49.5,2,8,5,148,3467,27135,3722,752,0,0,66,20036,1950008
527,3,520,99,13,1601.0,560,536,134.0,550.24,5.0,3.0,1,8,0,110.048,1,8,482.375,7.071428571428571,2,4,5,104,2030,36467,3652,1185,0,0,71,16346,1950010
625,1,596,99,74,1623.0,589,619,389.0,1279.68,8.0,3.0,1,8,0,159.96,1,8,528.25,1.32,1,1,5,174,4736,21817,3670,1650,0,2,64,20958,1950007
0,0,0,99,999,0.0,0,0,483.0,1019.76,12.0,3.0,1,8,0,84.98,1,8,137.25,0.099,1,8,5,174,4821,19683,3722,752,0,2,3,29983,1949332
567,2,575,99,71,3000.0,554,533,340.0,5584.8,12.0,3.0,1,8,0,465.4,1,8,675.125,1.375,1,8,5,149,950,50666,2869,415,0,2,63,21947,1935158
561,4,604,99,76,1574.0,560,555,206.0,897.12,6.0,3.0,1,8,0,149.52,1,8,504.125,1.2857142857142858,2,8,5,104,1330,37294,409,1884,0,0,52,28555,1949893
736,1,656,99,75,2655.0,627,633,357.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,685.25,1.3026315789473684,1,0,5,123,749,55870,231,682,0,2,73,15283,1945497
570,2,560,99,100,1400.0,557,518,306.0,397.25,5.0,3.0,1,8,0,79.45,1,8,475.75,0.9801980198019802,1,0,5,174,1623,83901,2298,991,0,2,54,27491,1944956
588,6,543,99,0,7644.0,578,604,319.0,1237.32,12.0,3.0,1,8,0,103.11,1,8,1257.75,99.0,1,0,5,174,4644,9430,3638,1682,0,2,81,9743,1950012
625,3,625,99,69,9234.0,625,625,414.0,1189.92,12.0,3.0,1,8,0,99.16,1,8,1488.125,1.4142857142857144,1,8,5,104,617,34133,269,1041,0,2,92,3629,1950017
625,2,625,99,84,2236.0,616,624,426.0,559.44,6.0,3.0,1,8,0,93.24,1,8,613.875,1.1647058823529413,1,4,5,128,4958,53217,2193,287,0,2,104,394,1810944
488,2,462,99,76,2385.0,515,471,466.0,777.6,10.0,3.0,1,8,0,77.76,1,8,562.25,1.2857142857142858,1,4,5,90,4684,63999,199,619,0,2,76,13366,1931396
704,4,702,99,100,1204.0,671,685,788.0,2977.08,12.0,3.0,1,8,0,248.09,1,8,521.125,0.9801980198019802,0,4,5,90,2011,62129,2919,1838,0,1,60,23852,1948396
625,1,625,99,100,4468.0,625,625,401.0,2723.04,18.0,3.0,1,8,0,151.28,1,8,896.0,0.9801980198019802,1,8,5,104,644,35442,3860,212,0,2,70,16800,1950023
597,2,651,99,998,2049.0,604,561,501.0,1158.34,2.0,3.0,1,8,0,579.17,1,8,695.125,0.0990990990990991,1,1,5,174,4698,18048,3772,1755,0,2,68,18325,1949913
761,1,711,2,100,10892.0,699,669,114.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,1729.375,0.0198019801980198,2,0,5,174,4876,19956,3738,1134,0,0,78,11889,1950042
536,2,588,99,998,3313.0,542,536,289.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,826.75,0.0990990990990991,2,0,5,174,2114,6763,231,682,0,0,64,20884,1950036
537,6,522,99,100,3558.0,526,496,243.0,2977.08,12.0,3.0,1,8,0,248.09,1,8,730.5,0.9801980198019802,2,8,5,174,4876,36390,3918,905,0,0,65,20310,1950051
511,2,489,99,88,1872.0,544,568,613.0,810.8,8.0,3.0,1,8,0,101.35,1,8,521.625,1.1123595505617978,1,4,5,174,1623,10333,2193,287,0,2,81,9452,1950039
0,0,0,99,999,0.0,0,0,413.0,2482.16,12.0,3.0,1,8,0,206.84666666666664,1,8,137.25,0.099,1,4,5,129,2943,73571,1799,1066,0,2,3,29963,1950028
518,2,589,99,96,2576.0,598,589,234.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,633.375,1.0206185567010309,2,0,5,174,4629,5778,3738,1134,0,0,75,13632,1950049
672,1,666,99,100,1661.0,700,699,672.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,574.75,0.9801980198019802,0,0,5,174,4876,3719,3738,1134,0,1,53,28294,1950041
675,3,658,2,100,3500.0,655,638,491.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,778.875,0.0198019801980198,1,0,5,174,1014,13609,3738,1134,0,2,61,23045,1950048
573,4,599,99,83,2042.0,549,497,207.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,555.75,1.1785714285714286,2,0,5,174,2680,54712,3738,1134,0,0,66,19608,1950054
741,1,735,2,100,12240.0,706,717,501.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,1905.25,0.0198019801980198,1,0,5,174,2529,72761,3738,1134,0,2,71,16620,1950063
625,1,584,99,89,3470.0,581,590,376.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,754.875,1.1,1,0,5,152,4137,79464,231,682,0,2,75,13499,1947003
625,1,625,99,52,8941.0,587,583,585.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,1439.125,1.8679245283018868,1,0,5,174,3231,9570,3738,1134,0,2,67,18829,1950069
606,3,583,99,85,1518.0,585,608,283.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,510.875,1.1511627906976745,2,0,5,104,2788,37521,231,682,0,0,97,1611,1950045
594,2,585,99,90,2247.0,564,534,326.0,2988.0,12.0,3.0,1,8,0,249.0,1,8,589.375,1.0879120879120878,1,0,5,174,3942,20704,231,682,0,2,71,16671,1950068
625,1,593,99,97,3233.0,614,625,258.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,735.875,1.010204081632653,2,0,5,174,4629,5778,3738,1134,0,0,71,16344,1950062
561,5,625,99,998,2353.0,600,576,306.0,2836.53,9.0,3.0,1,8,0,315.17,1,8,727.125,0.0990990990990991,1,8,5,59,2302,44689,3918,905,0,2,79,11277,1950026
635,4,655,99,95,3000.0,610,587,254.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,710.625,1.03125,2,0,5,174,4876,1133,3738,1134,0,0,72,15922,1950070
625,2,625,2,96,7416.0,625,625,181.0,7165.44,12.0,3.0,1,8,0,597.12,1,8,1252.0,0.0206185567010309,2,0,5,174,2114,58703,3738,1134,0,0,64,20945,1950040
645,3,665,99,68,1507.0,639,630,543.0,550.24,5.0,3.0,1,8,0,110.048,1,8,532.0,1.434782608695652,1,4,5,104,1421,35049,3652,1185,0,2,69,17775,1950065
