SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,score,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,segmento_encoded,modalidade_encoded,endereco_estado_encoded,endereco_cidade_encoded,endereco_cep_encoded,lancamento_encoded,produtor_encoded,MENSAGEM_TIPO_REGISTRO_encoded,categoria_risco_score_encoded,idade_encoded,nascimento_encoded,FPD,pedido_id
461,1,466,99,80,2494.0,436,443,210.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,283.7142857142857,1.2222222222222223,2,0,4,174,3863,9854,166,485,0,0,74,14482,0,566026
488,7,615,99,15,2494.0,527,617,210.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,338.2857142857143,6.1875,2,0,4,67,1360,52148,166,485,0,0,76,13297,0,564891
252,1,383,99,68,2494.0,359,397,182.0,2763.17,14.0,3.0,8.0,31.0,0,197.36928571428567,1,7,222.7142857142857,1.434782608695652,2,0,4,174,3957,12467,166,485,0,0,67,19111,0,554139
409,7,494,99,64,3285.0,468,557,170.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,672.875,1.523076923076923,2,0,4,90,4358,61313,166,485,0,0,71,16733,0,555652
490,7,593,99,0,2494.0,564,666,282.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,345.57142857142856,99.0,2,0,4,174,1913,22608,166,485,0,0,66,19666,0,566040
376,3,558,99,0,2494.0,417,463,250.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,273.7142857142857,99.0,2,0,4,174,435,5756,166,485,0,0,67,18930,1,559340
741,7,589,99,43,3238.0,687,620,820.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,398.0,2.25,0,0,4,104,3237,39609,166,485,0,1,87,6336,0,559908
556,8,550,2,100,2494.0,484,497,161.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,313.85714285714283,0.0198019801980198,2,0,4,129,2193,71882,166,485,0,0,83,8718,0,554399
469,1,437,99,82,4548.0,386,283,88.0,1556.16,12.0,3.0,8.0,31.0,0,129.68,1,8,788.125,1.1927710843373494,2,4,4,172,844,78692,3047,1284,0,0,60,23497,0,565555
627,9,640,99,92,2494.0,605,587,247.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,379.8571428571428,1.064516129032258,2,0,4,174,2799,5047,166,485,0,0,85,7475,0,565084
600,1,600,99,100,2494.0,600,600,222.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,371.4285714285714,0.9801980198019802,2,0,4,108,3835,68065,166,485,0,0,69,17803,0,566053
540,3,558,99,54,2494.0,493,545,277.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,327.42857142857144,1.8,2,0,4,108,1168,66931,166,485,0,0,80,10466,0,563887
572,2,736,2,75,3238.0,593,565,814.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,363.57142857142856,0.0263157894736842,0,0,4,174,3869,9756,166,485,0,1,76,12939,0,555070
378,1,416,99,58,2494.0,386,481,210.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,259.85714285714283,1.6779661016949152,2,0,4,174,3834,21835,166,485,0,0,80,10606,0,566027
396,2,576,99,91,2494.0,424,438,218.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,289.42857142857144,1.076086956521739,2,0,4,174,3101,23035,166,485,0,0,72,16023,0,560975
567,2,741,99,100,3238.0,721,965,678.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,456.4285714285714,0.9801980198019802,0,0,4,174,4031,2931,166,485,0,1,70,17328,0,564834
554,1,576,99,92,2494.0,536,598,241.0,2730.03,13.0,3.0,8.0,31.0,0,210.0023076923077,1,7,350.85714285714283,1.064516129032258,2,0,4,59,1791,44064,166,485,0,0,75,13902,0,560871
744,2,750,99,100,2494.0,750,750,201.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,456.4285714285714,0.9801980198019802,2,0,4,104,463,34674,166,485,0,0,71,16686,0,566041
317,4,397,99,15,2494.0,450,551,186.0,1570.25,8.0,3.0,8.0,31.0,0,196.28125,1,7,261.85714285714283,6.1875,2,0,4,174,760,13995,166,485,0,0,67,19273,0,565280
824,4,906,2,100,3238.0,823,701,675.0,1501.29,9.0,3.0,8.0,31.0,0,166.81,1,7,480.0,0.0198019801980198,0,4,6,174,449,20929,1478,829,0,1,76,13098,0,493244
609,3,701,99,49,3238.0,657,672,672.0,3274.2,6.0,3.0,8.0,31.0,0,545.6999999999999,1,7,398.57142857142856,1.98,0,4,4,81,692,32644,1628,503,0,1,65,20267,0,564180
398,1,319,99,79,2494.0,368,451,51.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,245.0,1.2375,2,0,4,104,3225,39497,166,485,0,0,64,20867,1,562275
397,2,466,2,89,2494.0,433,480,225.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,267.0,0.0222222222222222,2,0,4,148,2646,29677,166,485,0,0,80,10652,0,544992
465,2,386,99,14,2494.0,417,428,223.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,258.7142857142857,6.6,2,0,4,172,2865,75853,166,485,0,0,67,19286,0,554634
288,3,225,99,15,2494.0,331,335,268.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,185.1428571428572,6.1875,2,0,4,174,2027,20224,166,485,0,0,67,19167,0,564953
642,1,667,99,60,2494.0,705,580,226.0,4276.08,12.0,3.0,8.0,31.0,0,356.34,1,7,393.4285714285714,1.6229508196721312,2,4,4,172,793,78683,1627,503,0,0,63,22065,0,564142
585,6,687,99,99,2494.0,700,711,130.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,412.4285714285714,0.99,2,0,4,125,504,50089,166,485,0,0,77,12472,0,563768
155,1,382,99,0,2494.0,321,441,203.0,4277.07,12.0,3.0,8.0,31.0,0,356.4225,1,7,199.8571428571429,99.0,2,4,4,174,4057,11160,1627,503,0,0,87,6001,0,566000
635,4,906,99,100,3238.0,830,891,887.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,495.0,0.9801980198019802,0,0,4,104,3225,39480,166,485,0,1,81,9650,0,566075
483,1,475,99,67,2309.0,420,536,130.0,4276.08,12.0,3.0,8.0,31.0,0,356.34,1,8,548.75,1.4558823529411764,2,4,4,152,3192,79416,1627,503,0,0,74,14480,1,565228
465,1,403,99,998,2444.0,450,452,572.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,409.7142857142857,0.0990990990990991,-1,0,4,90,3141,61866,166,485,0,3,60,23459,0,564638
804,1,736,99,94,3238.0,818,808,691.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,480.0,1.0421052631578946,0,0,4,174,3957,12450,166,485,0,1,87,6155,0,557307
416,2,595,99,69,2494.0,449,544,175.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,310.57142857142856,1.4142857142857144,2,0,4,90,192,63711,166,485,0,0,70,17212,0,563760
692,4,750,99,100,2444.0,749,750,310.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,449.1428571428572,0.9801980198019802,-1,0,4,152,3723,80556,166,485,0,3,74,14185,0,566085
711,1,653,99,79,2494.0,750,750,298.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,434.7142857142857,1.2375,2,0,4,108,3271,68025,166,485,0,0,80,10121,0,565670
469,1,519,99,61,3238.0,442,406,728.0,2164.62,6.0,3.0,8.0,31.0,0,360.77,1,7,285.2857142857143,1.596774193548387,0,0,4,59,422,45252,166,485,0,1,74,14243,0,563601
449,3,558,99,92,2444.0,517,571,470.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,327.0,1.064516129032258,-1,0,4,150,4416,65718,166,485,0,3,73,14989,0,556454
741,10,906,2,100,3238.0,905,922,733.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,512.2857142857143,0.0198019801980198,0,0,4,174,1161,13195,166,485,0,1,91,3931,0,564298
726,8,906,99,998,3238.0,863,963,696.0,806.76,9.0,3.0,8.0,31.0,0,89.64,1,7,651.8571428571429,0.0990990990990991,0,4,6,151,506,58173,2506,404,0,1,73,14958,0,563022
386,2,447,99,65,2494.0,420,552,105.0,718.68,12.0,3.0,8.0,31.0,0,59.88999999999999,1,7,281.57142857142856,1.5,2,1,4,148,2697,29078,122,1176,0,0,61,22814,0,564982
531,3,600,99,46,2494.0,578,600,187.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,351.0,2.106382978723404,2,0,4,152,3023,82394,166,485,0,0,85,7329,0,557436
731,3,692,99,95,3238.0,775,861,736.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,465.1428571428572,1.03125,0,0,4,59,3873,45283,166,485,0,1,68,18204,0,558758
419,1,600,99,76,3238.0,434,600,806.0,2355.37,12.0,3.0,8.0,31.0,0,196.28083333333333,1,7,318.42857142857144,1.2857142857142858,0,0,4,104,4292,39824,166,485,0,1,75,13982,0,559830
409,2,600,99,51,2444.0,561,555,301.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,325.2857142857143,1.9038461538461533,-1,0,4,90,3747,64041,166,485,0,3,70,17020,0,564680
668,2,722,99,66,2494.0,661,677,255.0,4276.08,12.0,3.0,8.0,31.0,0,356.34,1,7,413.57142857142856,1.4776119402985075,2,4,4,174,3678,9431,1627,503,0,0,82,9029,0,564595
522,6,497,99,0,3238.0,586,603,687.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,330.42857142857144,99.0,0,0,4,108,2249,67429,166,485,0,1,93,3301,0,565050
378,1,377,99,998,4370.0,493,450,921.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,895.75,0.0990990990990991,0,0,4,81,4431,31491,166,485,0,1,86,6556,0,566084
666,8,906,99,99,2444.0,864,842,350.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,497.7142857142857,0.99,-1,0,4,149,2625,50133,166,485,0,3,86,6887,0,562057
183,1,348,99,998,2494.0,268,141,2.0,3595.8,12.0,3.0,8.0,31.0,0,299.65000000000003,1,7,291.1428571428572,0.0990990990990991,2,4,6,174,4031,8128,1501,1346,0,0,55,26905,0,538801
725,1,703,99,47,7939.0,743,711,839.0,3556.2,12.0,3.0,8.0,31.0,0,296.35,1,8,1371.0,2.0625,0,4,4,149,2625,50105,1628,503,0,1,87,6153,0,564757
664,9,836,99,98,2444.0,822,942,397.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,495.7142857142857,1.0,-1,0,4,152,1557,81111,166,485,0,3,88,5348,0,563759
949,5,906,2,100,2494.0,892,962,269.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,545.1428571428571,0.0198019801980198,2,0,4,152,3192,79571,166,485,0,0,69,17613,0,560659
708,3,731,99,100,2444.0,706,607,518.0,4276.08,12.0,3.0,8.0,31.0,0,356.34,1,7,422.0,0.9801980198019802,-1,4,4,174,4031,1493,1627,503,0,3,66,19754,0,564788
587,5,769,99,100,3238.0,838,799,785.0,2571.69,17.0,3.0,8.0,31.0,0,151.27588235294118,1,7,456.7142857142857,0.9801980198019802,0,0,4,104,3966,41717,166,485,0,1,68,18286,0,564716
261,5,543,99,33,2444.0,429,432,330.0,4276.08,12.0,3.0,8.0,31.0,0,356.34,1,7,257.42857142857144,2.911764705882353,-1,4,4,174,4031,1790,1627,503,0,3,62,22324,0,563968
606,2,701,99,79,2444.0,644,707,607.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,405.4285714285714,1.2375,-1,0,4,59,3537,42414,166,485,0,3,78,11481,0,566118
112,1,382,99,3,2444.0,320,381,389.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,185.42857142857144,24.75,-1,0,4,104,929,38813,166,485,0,3,78,11646,1,563276
359,2,380,99,999,1321.0,432,508,111.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,512.5,0.099,2,0,4,125,2104,49621,166,485,0,0,74,14614,1,556833
438,1,504,99,998,2494.0,465,481,234.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,426.57142857142856,0.0990990990990991,2,0,4,174,4031,1475,166,485,0,0,73,15363,0,564948
540,1,507,99,25,2494.0,565,600,275.0,2356.58,12.0,3.0,8.0,31.0,0,196.38166666666663,1,7,333.85714285714283,3.807692307692308,2,0,4,152,3558,83391,166,485,0,0,86,6643,0,564319
551,2,647,99,100,2444.0,449,490,578.0,935.16,6.0,3.0,8.0,31.0,0,155.86,1,7,334.0,0.9801980198019802,-1,4,3,148,1836,27760,2583,1151,0,3,53,27816,0,566125
691,3,483,99,0,2494.0,548,497,180.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,331.57142857142856,99.0,2,0,4,75,580,60035,166,485,0,0,76,12809,1,566136
347,1,416,99,65,2494.0,341,351,251.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,231.42857142857144,1.5,2,0,4,174,1758,15929,166,485,0,0,69,17506,1,555320
421,4,549,99,998,2494.0,520,507,235.0,2850.65,8.0,3.0,8.0,31.0,0,356.33125,1,7,442.57142857142856,0.0990990990990991,2,4,4,104,1244,37172,1627,503,0,0,62,22134,0,565363
515,2,600,99,100,2494.0,525,562,293.0,2398.44,12.0,3.0,8.0,31.0,0,199.87,1,7,343.2857142857143,0.9801980198019802,2,4,4,59,3537,42127,1484,299,0,0,74,14043,0,566139
399,1,511,99,57,1896.0,459,507,974.0,2796.59,15.0,3.0,8.0,31.0,0,186.4393333333333,1,8,491.125,1.706896551724138,0,0,4,104,1713,35738,166,485,0,1,109,140,0,563498
148,1,383,99,100,2444.0,260,325,545.0,3310.62,6.0,3.0,8.0,31.0,0,551.77,1,7,188.0,0.9801980198019802,-1,4,4,90,1533,62384,2897,1582,0,3,76,13189,0,558568
452,2,504,99,66,2444.0,458,470,546.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,293.0,1.4776119402985075,-1,0,4,129,3958,71121,166,485,0,3,63,21488,0,565285
359,1,390,99,0,2494.0,359,382,144.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,227.1428571428572,99.0,2,0,4,174,4031,7770,166,485,0,0,67,19201,1,565270
333,1,403,99,0,2494.0,429,497,198.0,2159.15,11.0,3.0,8.0,31.0,0,196.28636363636363,1,7,251.7142857142857,99.0,2,0,4,129,1181,70567,166,485,0,0,80,10679,0,564984
621,2,679,99,67,2444.0,593,605,600.0,1811.52,12.0,3.0,8.0,31.0,0,150.96,1,7,380.8571428571428,1.4558823529411764,-1,4,4,174,4031,2381,807,1443,0,3,59,24124,0,566137
451,1,576,99,9,4640.0,426,432,883.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,829.25,9.9,0,0,4,90,1963,64244,166,485,0,1,75,13902,0,566182
464,1,459,99,34,2444.0,403,391,548.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,264.42857142857144,2.8285714285714287,-1,0,4,174,975,22518,166,485,0,3,65,20465,0,565383
660,3,585,99,998,3238.0,589,545,681.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,497.0,0.0990990990990991,0,0,4,172,2959,77318,166,485,0,1,72,15765,0,566176
739,2,906,2,100,3238.0,696,571,802.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,430.8571428571428,0.0198019801980198,0,0,4,90,1533,63192,166,485,0,1,73,15148,0,563891
424,1,459,99,27,2494.0,440,462,241.0,6598.92,12.0,3.0,8.0,31.0,0,549.91,1,7,273.1428571428572,3.5357142857142856,2,0,4,174,4031,3946,2313,714,0,0,72,15583,0,566177
779,2,757,99,100,3546.0,734,859,822.0,2258.73,9.0,3.0,8.0,31.0,0,250.97,1,8,859.5,0.9801980198019802,0,0,4,75,580,59627,166,485,0,1,75,13470,0,566170
402,7,438,99,100,3238.0,466,518,787.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,290.0,0.9801980198019802,0,0,4,125,2104,49234,166,485,0,1,83,8534,0,558561
284,2,466,99,55,2494.0,434,524,109.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,266.2857142857143,1.7678571428571428,2,0,4,174,318,13403,166,485,0,0,74,14715,0,560328
568,1,731,99,93,3723.0,701,750,698.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,833.25,1.053191489361702,0,0,4,174,2274,18681,166,485,0,1,78,12002,0,565909
440,1,534,99,998,2240.0,433,560,961.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,663.125,0.0990990990990991,0,0,4,172,1141,77220,166,485,0,1,78,11860,0,565211
406,3,504,2,86,2494.0,417,548,174.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,280.85714285714283,0.0229885057471264,2,0,4,128,3012,53486,166,485,0,0,86,6476,0,559265
593,1,671,99,96,2444.0,729,822,463.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,430.1428571428572,1.0206185567010309,-1,0,4,174,3062,22327,166,485,0,3,83,8764,0,565731
949,3,906,99,100,6008.0,942,829,607.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,1229.5,0.9801980198019802,-1,0,4,129,3410,71989,166,485,0,3,61,23165,0,565906
566,2,499,99,36,2494.0,520,524,193.0,1472.22,4.0,3.0,8.0,31.0,0,368.055,1,7,320.85714285714283,2.675675675675676,2,0,4,174,4031,7837,166,485,0,0,72,15836,0,563764
708,1,741,99,97,2494.0,865,903,296.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,487.7142857142857,1.010204081632653,2,0,4,174,3952,19609,166,485,0,0,79,10866,0,555603
587,2,463,99,65,2444.0,568,593,617.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,339.57142857142856,1.5,-1,0,4,90,3423,64691,166,485,0,3,69,17733,0,564900
646,10,689,99,67,2444.0,618,646,325.0,841.79,7.0,3.0,8.0,31.0,0,120.25571428571428,1,7,396.4285714285714,1.4558823529411764,-1,4,3,59,702,45013,2506,404,0,3,70,17257,0,562845
424,1,489,99,83,2494.0,393,360,59.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,264.1428571428572,1.1785714285714286,2,0,4,126,3337,46644,166,485,0,0,72,16084,0,523182
462,1,489,2,100,2600.0,426,508,225.0,772.74,6.0,3.0,8.0,31.0,0,128.79,1,8,573.5,0.0198019801980198,2,4,3,174,1890,6476,2855,323,0,0,82,8974,0,566203
429,1,519,99,95,2494.0,454,548,113.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,306.42857142857144,1.03125,2,0,4,152,2746,80685,166,485,0,0,78,11562,1,566218
434,2,600,99,67,3238.0,543,600,670.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,335.0,1.4558823529411764,0,0,4,152,737,82794,166,485,0,1,86,6445,0,566217
252,1,390,99,97,2494.0,297,290,2.0,2396.04,12.0,3.0,8.0,31.0,0,199.67,1,7,203.7142857142857,1.010204081632653,2,4,4,150,4416,65743,2356,1186,0,0,59,24268,1,555487
559,1,600,99,91,2494.0,575,600,247.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,360.7142857142857,1.076086956521739,2,0,4,129,1181,70663,166,485,0,0,87,6266,0,566025
465,1,613,99,31,4007.0,519,480,258.0,956.28,12.0,3.0,8.0,31.0,0,79.69,1,8,776.875,3.09375,2,4,4,129,1382,71935,545,1117,0,0,72,16050,0,548011
674,1,622,2,93,2494.0,546,468,145.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,343.7142857142857,0.0212765957446808,2,0,4,172,1422,75010,166,485,0,0,78,11831,0,566225
531,2,595,2,100,2494.0,503,495,156.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,318.2857142857143,0.0198019801980198,2,0,4,75,580,59665,166,485,0,0,76,13253,0,565137
440,1,350,2,98,2494.0,436,516,157.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,263.2857142857143,0.0202020202020202,2,0,4,75,580,61686,166,485,0,0,80,10286,0,557308
636,2,906,99,100,3238.0,784,776,728.0,2258.73,9.0,3.0,8.0,31.0,0,250.97,1,7,471.8571428571428,0.9801980198019802,0,0,4,174,3957,12347,166,485,0,1,87,6214,0,565796
264,1,357,99,70,2494.0,402,470,258.0,917.82,9.0,3.0,8.0,31.0,0,101.98,1,7,237.57142857142856,1.3943661971830985,2,4,4,128,124,53495,545,1117,0,0,68,18525,0,550884
626,10,630,99,37,8877.0,629,700,234.0,1018.68,12.0,3.0,8.0,31.0,0,84.89,1,8,1451.0,2.6052631578947367,2,4,3,104,3278,37778,2583,1151,0,0,76,13161,0,564385
668,2,906,99,100,2444.0,910,977,644.0,2073.06,3.0,3.0,8.0,31.0,0,691.02,1,7,523.1428571428571,0.9801980198019802,-1,0,4,174,2001,12739,166,485,0,3,75,13604,0,565374
587,2,906,99,100,2247.0,780,698,779.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,677.375,0.9801980198019802,0,0,4,172,3437,77804,166,485,0,1,85,7345,0,566243
413,1,489,99,0,2494.0,446,450,39.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,271.1428571428572,99.0,2,0,4,174,3678,9382,166,485,0,0,60,23657,0,566124
264,2,380,99,8,2494.0,294,368,150.0,2663.04,13.0,3.0,8.0,31.0,0,204.8492307692308,1,7,202.1428571428572,11.0,2,0,4,104,272,37353,166,485,0,0,77,12606,0,565432
504,4,689,99,83,2444.0,621,569,505.0,1543.48,9.0,3.0,8.0,31.0,0,171.49777777777777,1,7,367.0,1.1785714285714286,-1,4,4,129,1181,69494,46,1582,0,3,69,17593,0,565164
508,3,600,99,100,2444.0,583,600,487.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,356.1428571428572,0.9801980198019802,-1,0,4,90,1533,62206,166,485,0,3,66,19723,0,563606
727,3,906,99,100,3238.0,748,758,786.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,477.2857142857143,0.9801980198019802,0,0,4,174,3555,16609,166,485,0,1,79,10958,0,566274
74,3,416,99,0,2444.0,214,194,380.0,3556.2,12.0,3.0,8.0,31.0,0,296.35,1,7,142.85714285714286,99.0,-1,4,4,107,773,68334,1628,503,0,3,65,20535,0,564024
390,5,600,2,97,2444.0,421,360,603.0,1501.29,9.0,3.0,8.0,31.0,0,166.81,1,7,267.85714285714283,0.0204081632653061,-1,4,4,59,2111,45629,3285,319,0,3,71,16105,0,562091
350,2,390,99,79,2494.0,366,430,252.0,1928.76,12.0,3.0,8.0,31.0,0,160.73,1,7,245.1428571428572,1.2375,2,4,3,152,825,80194,1130,524,0,0,71,16199,0,566226
585,1,585,99,97,2444.0,515,631,633.0,956.28,12.0,3.0,8.0,31.0,0,79.69,1,7,359.0,1.010204081632653,-1,4,4,152,3192,79906,545,1117,0,3,80,10406,0,566266
436,2,431,99,100,2444.0,364,446,307.0,1018.68,12.0,3.0,8.0,31.0,0,84.89,1,7,268.2857142857143,0.9801980198019802,-1,4,3,129,4210,73381,2583,1151,0,3,67,19452,0,564293
505,1,485,99,78,3238.0,437,500,774.0,1916.04,12.0,3.0,8.0,31.0,0,159.67,1,7,300.7142857142857,1.2531645569620251,0,4,4,174,4157,11947,2785,1373,0,1,73,14810,0,561386
651,7,618,99,84,3238.0,750,750,824.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,422.7142857142857,1.1647058823529413,0,0,4,125,2104,49631,166,485,0,1,82,9144,0,565238
446,2,600,99,39,9786.0,440,574,137.0,2258.73,9.0,3.0,8.0,31.0,0,250.97,1,8,1498.25,2.475,2,0,4,148,3432,24072,166,485,0,0,78,11896,0,556681
577,7,608,99,100,2494.0,626,573,187.0,1491.79,5.0,3.0,8.0,31.0,0,298.358,1,7,370.0,0.9801980198019802,2,0,4,129,1181,70734,166,485,0,0,87,6343,0,564768
566,10,757,99,998,3238.0,651,617,872.0,4276.08,12.0,3.0,8.0,31.0,0,356.34,1,7,528.2857142857143,0.0990990990990991,0,4,4,148,3432,24400,1627,503,0,1,81,10051,0,566305
490,3,600,99,100,2494.0,572,600,219.0,553.26,6.0,3.0,8.0,31.0,0,92.21,1,7,352.0,0.9801980198019802,2,4,4,174,4031,1717,783,1273,0,0,73,15323,0,564586
206,2,80,99,999,2494.0,269,332,191.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,283.85714285714283,0.099,2,0,4,104,486,35489,166,485,0,0,61,23422,1,566284
475,3,394,99,999,12613.0,564,501,320.0,4276.08,12.0,3.0,8.0,31.0,0,356.34,1,8,1956.0,0.099,-1,4,4,174,3652,5805,1627,503,0,3,66,19896,0,565456
558,2,618,99,65,2444.0,710,649,586.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,385.8571428571428,1.5,-1,0,4,104,2102,37921,166,485,0,3,63,21776,0,560463
552,1,665,99,96,3238.0,653,714,679.0,2755.92,12.0,3.0,8.0,31.0,0,229.66,1,7,397.1428571428572,1.0206185567010309,0,4,4,174,392,21205,604,698,0,1,75,13821,0,566260
379,1,459,99,100,2494.0,365,380,2.0,2346.0,12.0,3.0,8.0,31.0,0,195.5,1,7,254.7142857142857,0.9801980198019802,2,0,4,75,580,58852,166,485,0,0,64,21474,1,562881
347,1,543,99,0,2494.0,282,298,240.0,1374.03,3.0,3.0,8.0,31.0,0,458.01,1,7,224.28571428571428,99.0,2,0,4,174,2799,5211,166,485,0,0,75,13942,0,561552
546,2,494,99,50,3238.0,553,505,772.0,6333.75,9.0,3.0,8.0,31.0,0,703.75,1,7,321.2857142857143,1.9411764705882355,0,0,4,174,4031,120,2313,714,0,1,81,9623,0,566325
654,2,722,99,998,3238.0,681,679,741.0,1871.25,6.0,3.0,8.0,31.0,0,311.875,1,7,547.8571428571429,0.0990990990990991,0,4,4,173,4207,46110,2293,296,0,1,90,4625,0,552862
628,6,653,99,84,3238.0,723,758,850.0,4104.27,9.0,3.0,8.0,31.0,0,456.03,1,7,421.57142857142856,1.1647058823529413,0,4,4,102,3937,54205,1627,503,0,1,79,10785,0,566263
379,1,595,99,92,2494.0,392,435,82.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,7,284.7142857142857,1.064516129032258,2,0,4,75,580,59764,166,485,0,0,69,17808,0,556137
412,6,600,99,100,2444.0,529,600,599.0,1566.36,12.0,3.0,8.0,31.0,0,130.53,1,7,335.1428571428572,0.9801980198019802,-1,4,4,150,3213,65127,3396,849,0,3,90,4548,0,562200
421,4,538,2,95,2494.0,501,600,263.0,1316.16,12.0,3.0,8.0,31.0,0,109.68,1,7,308.7142857142857,0.0208333333333333,2,4,4,75,580,59497,2595,1124,0,0,66,20097,0,546280
23,1,249,99,79,1963.0,79,71,139.0,1500.0,12.0,3.0,8.0,31.0,0,125.0,1,8,320.5,1.2375,2,4,4,104,4293,40579,1764,741,0,0,51,29151,1,565039
402,1,595,99,100,1023.0,480,467,186.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,395.875,0.9801980198019802,2,0,4,174,3957,12547,166,485,0,0,77,12194,1,565784
420,2,595,99,10,1924.0,428,492,719.0,2355.48,12.0,3.0,8.0,31.0,0,196.29,1,8,496.25,9.0,0,0,4,81,3767,32178,166,485,0,1,60,23511,0,566315
397,5,393,99,76,2494.0,299,226,87.0,844.38,2.0,3.0,8.0,31.0,0,422.19,1,7,213.57142857142856,1.2857142857142858,2,0,4,174,3957,12547,166,485,0,0,56,26586,0,553935
