SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,MENSAGEM_TIPO_REGISTRO,produtor,lancamento,segmento,score,categoria_risco_score,endereco_cep,endereco_estado,endereco_cidade,nascimento,idade,modalidade,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,FPD,pedido_id
528,1,386,99,100,4661.0,458,542,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,50.0,Alto,08717-450,SP,Cidade_2527,1981-05-21 00:00:00,44,CrA©dito AcessA­vel,2355.48,12.0,3.0,2.0,29.0,0,196.29,1,8,846.875,0.9801980198019802,2,0,476266
571,4,600,99,100,2494.0,600,600,APTOS,Produtor_0872,Lancamento_2088,Empreendedor,70.0,Alto,83406-310,PR,Cidade_1033,1992-12-27 00:00:00,33,CrA©dito AcessA­vel,1009.98,9.0,3.0,2.0,29.0,0,112.22,1,7,367.7142857142857,0.9801980198019802,2,0,819000
634,4,731,99,92,2444.0,740,658,APTOS,Produtor_0141,Lancamento_0634,Empreendedor,632.0,Outros,04911-060,SP,Cidade_4032,1993-03-12 00:00:00,32,CrA©dito AcessA­vel,1796.04,12.0,3.0,2.0,29.0,0,149.67,1,7,422.57142857142856,1.064516129032258,-1,0,819118
206,1,413,99,998,2444.0,411,435,APTOS,Produtor_1311,Lancamento_2784,Empreendedor,560.0,Outros,28979-485,RJ,Cidade_0259,1955-07-04 00:00:00,70,CrA©dito AcessA­vel,1916.04,12.0,3.0,2.0,29.0,0,159.67,1,7,366.1428571428572,0.0990990990990991,-1,0,818928
564,4,496,2,100,2494.0,650,588,APTOS,Produtor_0916,Lancamento_3001,Mentoria,276.0,Alto,88306-003,SC,Cidade_1861,2001-09-11 00:00:00,24,CrA©dito AcessA­vel,33919.62,11.0,3.0,2.0,29.0,0,3083.6018181818185,1,7,343.42857142857144,0.0198019801980198,2,0,762908
463,3,463,99,91,3238.0,451,496,APTOS,Produtor_0350,Lancamento_2894,Mentoria,664.0,Baixo,06786-410,SP,Cidade_4113,1989-03-09 00:00:00,36,Antecipado,1204.08,12.0,3.0,2.0,29.0,0,100.34,1,7,295.1428571428572,1.076086956521739,0,0,757166
608,2,731,99,81,2444.0,629,676,APTOS,Produtor_0008,Lancamento_0327,Empreendedor,326.0,Outros,05773-020,SP,Cidade_4032,1981-05-01 00:00:00,44,CrA©dito AcessA­vel,690.93,9.0,3.0,2.0,29.0,0,76.77,1,7,403.7142857142857,1.2073170731707317,-1,0,818731
370,1,382,99,0,2494.0,387,377,APTOS,Produtor_0872,Lancamento_2088,Empreendedor,79.0,Alto,60543-590,CE,Cidade_1439,1988-02-11 00:00:00,37,CrA©dito AcessA­vel,1009.98,9.0,3.0,2.0,29.0,0,112.22,1,7,230.8571428571429,99.0,2,1,818790
490,5,630,99,100,3238.0,553,648,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,703.0,Baixo,12246-021,SP,Cidade_3958,1977-10-28 00:00:00,48,CrA©dito AcessA­vel,2988.0,12.0,3.0,2.0,29.0,0,249.0,1,7,360.7142857142857,0.9801980198019802,0,0,477741
627,4,741,99,100,2494.0,743,756,APTOS,Produtor_1177,Lancamento_0123,Autodesenvolvimento,2.0,Alto,31565-400,MG,Cidade_0464,1999-11-17 00:00:00,26,CrA©dito AcessA­vel,539.01,9.0,3.0,2.0,29.0,0,59.89,1,7,438.57142857142856,0.9801980198019802,2,0,819423
619,2,603,99,100,2494.0,561,557,APTOS,Produtor_0820,Lancamento_1968,Empreendedor,212.0,Alto,78636-970,MT,Cidade_4507,1972-09-30 00:00:00,53,CrA©dito AcessA­vel,1196.16,12.0,3.0,2.0,29.0,0,99.68,1,7,363.0,0.9801980198019802,2,0,819451
624,2,630,99,100,2730.0,562,660,APTOS,Produtor_1185,Lancamento_0179,Autoconhecimento,266.0,Alto,19883-024,SP,Cidade_1199,1977-11-01 00:00:00,48,CrA©dito AcessA­vel,1196.16,12.0,3.0,2.0,29.0,0,99.68,1,8,675.875,0.9801980198019802,2,0,819421
381,2,393,99,12,2494.0,455,527,APTOS,Produtor_0100,Lancamento_1433,Empreendedor,57.0,Alto,69915-682,AC,Cidade_3398,1993-01-23 00:00:00,33,CrA©dito AcessA­vel,1687.2,12.0,4.0,3.0,1.0,0,140.6,1,7,267.0,7.615384615384615,2,1,710038
430,5,387,99,99,2494.0,532,560,APTOS,Produtor_0762,Lancamento_3318,Mentoria,196.0,Alto,88220-000,SC,Cidade_1893,1966-05-26 00:00:00,59,CrA©dito AcessA­vel,1761.93,9.0,4.0,3.0,1.0,0,195.77,1,7,301.7142857142857,0.99,2,0,815901
350,1,354,99,84,2494.0,380,403,APTOS,Produtor_0025,Lancamento_3486,Empreendedor,196.0,Alto,85810-855,PR,Cidade_0916,1977-02-09 00:00:00,48,CrA©dito AcessA­vel,2878.32,12.0,4.0,3.0,1.0,0,239.86,1,7,238.7142857142857,1.1647058823529413,2,1,742248
567,1,750,2,89,3238.0,750,589,APTOS,Produtor_0916,Lancamento_3001,Mentoria,755.0,Baixo,38406-064,MG,Cidade_4294,1984-10-20 00:00:00,41,CrA©dito AcessA­vel,8499.99,3.0,4.0,3.0,1.0,0,2833.33,1,7,392.57142857142856,0.0222222222222222,0,0,759167
227,3,432,99,48,2444.0,413,438,APTOS,Produtor_0916,Lancamento_3001,Mentoria,465.0,Outros,72115115,DF,Cidade_0581,1994-11-19 00:00:00,31,CrA©dito AcessA­vel,11333.32,4.0,4.0,3.0,1.0,0,2833.33,1,7,237.1428571428572,2.020408163265306,-1,0,760778
512,7,576,99,26,2494.0,459,513,APTOS,Produtor_0916,Lancamento_1406,Outros,208.0,Alto,71996-080,DF,Cidade_0581,1964-03-16 00:00:00,61,CrA©dito AcessA­vel,2396.04,12.0,4.0,3.0,1.0,0,199.67,1,7,313.1428571428572,3.6666666666666665,2,0,818590
716,3,906,2,100,2494.0,812,580,APTOS,Produtor_0916,Lancamento_3001,Mentoria,295.0,Alto,06454-050,SP,Cidade_0436,1981-08-07 00:00:00,44,CrA©dito AcessA­vel,5666.66,2.0,4.0,3.0,1.0,0,2833.33,1,7,445.57142857142856,0.0198019801980198,2,0,750490
267,1,415,99,100,2494.0,402,406,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,182.0,Alto,75250-053,GO,Cidade_3748,1986-05-26 00:00:00,39,CrA©dito AcessA­vel,2988.0,12.0,4.0,3.0,1.0,0,249.0,1,7,241.42857142857144,0.9801980198019802,2,0,733611
367,3,459,99,35,2494.0,421,436,APTOS,Produtor_0872,Lancamento_2088,Empreendedor,75.0,Alto,79560-000,MS,Cidade_0985,1993-01-23 00:00:00,33,CrA©dito AcessA­vel,1016.28,7.0,4.0,3.0,1.0,0,145.18285714285713,1,7,260.0,2.75,2,0,818674
678,10,906,2,91,3238.0,887,778,APTOS,Produtor_0916,Lancamento_3001,Mentoria,837.0,Baixo,13601-295,SP,Cidade_0254,1987-08-20 00:00:00,38,CrA©dito AcessA­vel,14166.65,5.0,4.0,3.0,1.0,0,2833.33,1,7,478.8571428571428,0.0217391304347826,0,0,750653
308,4,391,99,998,3238.0,390,400,APTOS,Produtor_1470,Lancamento_0544,Empreendedor,670.0,Baixo,11330-711,SP,Cidade_4080,1994-03-06 00:00:00,31,CrA©dito AcessA­vel,1055.79,3.0,4.0,3.0,1.0,0,351.93,1,7,370.0,0.0990990990990991,0,0,772744
424,3,317,2,88,2494.0,485,598,APTOS,Produtor_0886,Lancamento_1672,Autodesenvolvimento,260.0,Alto,39401-038,MG,Cidade_2563,1968-09-15 00:00:00,57,CrA©dito AcessA­vel,3595.8,12.0,4.0,3.0,1.0,0,299.65000000000003,1,7,273.85714285714283,0.0224719101123595,2,1,815071
424,3,317,2,88,2494.0,485,598,APTOS,Produtor_0886,Lancamento_1669,Empreendedor,260.0,Alto,39401-038,MG,Cidade_2563,1968-09-15 00:00:00,57,CrA©dito AcessA­vel,1439.76,12.0,4.0,3.0,1.0,0,119.98,1,7,273.85714285714283,0.0224719101123595,2,1,819785
402,1,600,99,64,2444.0,501,502,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,554.0,Outros,05016-081,SP,Cidade_4032,1972-04-20 00:00:00,53,CrA©dito AcessA­vel,2988.0,12.0,4.0,3.0,1.0,0,249.0,1,7,309.85714285714283,1.523076923076923,-1,0,764443
600,1,600,99,100,2494.0,600,600,APTOS,Produtor_0008,Lancamento_0327,Empreendedor,206.0,Alto,79902-108,MS,Cidade_3165,1971-07-04 00:00:00,54,CrA©dito AcessA­vel,690.93,9.0,4.0,3.0,1.0,0,76.77,1,7,371.4285714285714,0.9801980198019802,2,0,818799
418,1,595,99,100,3238.0,511,600,APTOS,Produtor_0025,Lancamento_3487,Empreendedor,663.0,Baixo,69100-125,AM,Cidade_1842,1990-01-25 00:00:00,36,CrA©dito AcessA­vel,2071.8,12.0,4.0,3.0,1.0,0,172.65,1,7,332.0,0.9801980198019802,0,1,772963
629,1,684,2,97,2444.0,756,570,APTOS,Produtor_0319,Lancamento_1563,Outros,416.0,Outros,57490-000,AL,Cidade_4508,1982-07-14 00:00:00,43,CrA©dito AcessA­vel,5995.32,12.0,4.0,3.0,1.0,0,499.61,1,7,391.2857142857143,0.0204081632653061,-1,0,819940
303,1,403,99,100,2494.0,421,406,APTOS,Produtor_1347,Lancamento_0724,Outros,132.0,Alto,66075-045,PA,Cidade_0470,1982-06-30 00:00:00,43,CrA©dito AcessA­vel,1196.16,12.0,4.0,3.0,1.0,0,99.68,1,7,247.57142857142856,0.9801980198019802,2,0,707402
221,1,397,99,56,2444.0,378,378,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,351.0,Outros,60135203,CE,Cidade_1439,2004-04-08 00:00:00,21,CrA©dito AcessA­vel,2988.0,12.0,4.0,3.0,1.0,0,249.0,1,7,218.57142857142856,1.736842105263158,-1,0,819927
585,2,521,99,88,2494.0,500,617,APTOS,Produtor_0820,Lancamento_1968,Empreendedor,257.0,Alto,04650-130,SP,Cidade_4032,1966-06-11 00:00:00,59,CrA©dito AcessA­vel,299.04,3.0,4.0,3.0,1.0,0,99.68,1,7,344.57142857142856,1.1123595505617978,2,0,820050
692,1,511,99,98,2494.0,700,634,APTOS,Produtor_0916,Lancamento_1406,Outros,250.0,Alto,35660-126,MG,Cidade_2950,1984-12-21 00:00:00,41,CrA©dito AcessA­vel,2299.77,9.0,4.0,3.0,1.0,0,255.53,1,7,390.7142857142857,1.0,2,0,820033
419,9,459,99,92,2494.0,460,506,APTOS,Produtor_0820,Lancamento_1968,Empreendedor,168.0,Alto,02611-003,SP,Cidade_4032,1972-04-17 00:00:00,53,CrA©dito AcessA­vel,1196.16,12.0,4.0,3.0,1.0,0,99.68,1,7,292.0,1.064516129032258,2,0,820098
414,3,448,99,998,2444.0,450,476,APTOS,Produtor_0350,Lancamento_2894,Mentoria,567.0,Outros,35502-110,MG,Cidade_1245,1968-11-22 00:00:00,57,CrA©dito AcessA­vel,1204.08,12.0,4.0,3.0,1.0,0,100.34,1,7,412.57142857142856,0.0990990990990991,-1,0,773031
299,1,382,99,0,2494.0,393,425,APTOS,Produtor_0916,Lancamento_1406,Outros,97.0,Alto,95055-270,RS,Cidade_0951,1986-04-20 00:00:00,39,CrA©dito AcessA­vel,199.67,1.0,5.0,3.0,2.0,1,199.67,1,7,228.42857142857144,99.0,2,0,819216
375,1,415,99,50,1800.0,387,426,APTOS,Produtor_1033,Lancamento_2385,Autoconhecimento,137.0,Alto,36085-380,MG,Cidade_2117,1980-10-16 00:00:00,45,CrA©dito AcessA­vel,632.19,3.0,5.0,3.0,2.0,1,210.73,1,8,444.125,1.9411764705882355,2,1,819881
488,6,511,2,91,13965.0,575,600,APTOS,Produtor_0025,Lancamento_0016,Empreendedor,294.0,Alto,69151-070,AM,Cidade_2940,1958-03-10 00:00:00,67,CrA©dito AcessA­vel,3598.2,12.0,5.0,3.0,2.0,1,299.85,1,8,2029.75,0.0217391304347826,2,0,818890
579,5,585,99,18,2444.0,558,577,APTOS,Produtor_1290,Lancamento_1262,Empreendedor,624.0,Outros,29745-000,ES,Cidade_3880,1991-08-24 00:00:00,34,CrA©dito AcessA­vel,3981.84,12.0,5.0,3.0,2.0,1,331.82,1,7,345.85714285714283,5.2105263157894735,-1,0,539009
421,5,489,2,96,2494.0,382,539,APTOS,Produtor_0886,Lancamento_1672,Autodesenvolvimento,218.0,Alto,08290-320,SP,Cidade_4032,1982-01-07 00:00:00,44,CrA©dito AcessA­vel,647.92,4.0,5.0,3.0,2.0,1,161.98,1,7,276.2857142857143,0.0206185567010309,2,0,820447
514,2,595,99,47,2494.0,523,532,APTOS,Produtor_0873,Lancamento_2627,Emagrecimento,201.0,Alto,78131-000,MT,Cidade_4341,1990-09-21 00:00:00,35,CrA©dito AcessA­vel,526.29,3.0,6.0,3.0,3.0,1,175.42999999999998,1,7,330.2857142857143,2.0625,2,0,742546
401,1,393,99,100,2444.0,449,458,APTOS,Produtor_0907,Lancamento_1188,Outros,302.0,Outros,29018-680,ES,Cidade_4432,1976-06-28 00:00:00,49,Descomplicado,2049.48,12.0,6.0,3.0,3.0,1,170.79,1,7,271.57142857142856,0.9801980198019802,-1,0,657638
357,1,481,99,32,2494.0,408,527,APTOS,Produtor_0612,Lancamento_2169,Empreendedor,174.0,Alto,87140-000,PR,Cidade_2862,1986-03-06 00:00:00,39,CrA©dito AcessA­vel,2995.92,12.0,6.0,3.0,3.0,1,249.66,1,7,272.1428571428572,3.0,2,1,791025
481,4,576,99,92,2444.0,365,439,APTOS,Produtor_0808,Lancamento_2422,Empreendedor,609.0,Outros,31130-610,MG,Cidade_0464,1976-01-30 00:00:00,49,CrA©dito AcessA­vel,17946.0,18.0,0.0,3.0,4.0,0,997.0,1,7,293.7142857142857,1.064516129032258,-1,1,746363
557,1,640,99,85,2494.0,558,617,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,193.0,Alto,95795-000,RS,Cidade_4079,1989-06-14 00:00:00,36,CrA©dito AcessA­vel,2988.0,12.0,0.0,3.0,4.0,0,249.0,1,7,365.2857142857143,1.1511627906976745,2,0,651911
298,1,413,99,0,2494.0,432,536,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,117.0,Alto,38990-000,MG,Cidade_1204,1981-12-02 00:00:00,44,CrA©dito AcessA­vel,2988.0,12.0,0.0,3.0,4.0,0,249.0,1,7,254.1428571428572,99.0,2,0,566020
398,4,514,99,84,2444.0,424,394,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,387.0,Outros,35530-000,MG,Cidade_1012,1991-03-04 00:00:00,34,CrA©dito AcessA­vel,933.75,2.0,0.0,3.0,4.0,0,466.875,1,7,273.85714285714283,1.1647058823529413,-1,0,740028
552,6,626,99,93,2444.0,594,567,APTOS,Produtor_1089,Lancamento_2756,Autodesenvolvimento,530.0,Outros,28908560,RJ,Cidade_0670,1997-06-12 00:00:00,28,CrA©dito AcessA­vel,3313.92,6.0,0.0,3.0,4.0,0,552.32,1,7,362.4285714285714,1.053191489361702,-1,0,754192
666,7,667,99,999,2444.0,682,624,APTOS,Produtor_0280,Lancamento_1037,Mentoria,562.0,Outros,72215-034,DF,Cidade_0581,1980-02-12 00:00:00,45,CrA©dito AcessA­vel,802.62,9.0,0.0,3.0,4.0,0,89.18,1,7,534.8571428571429,0.099,-1,0,819246
473,5,574,99,100,2494.0,520,603,APTOS,Produtor_1230,Lancamento_2649,Empreendedor,185.0,Alto,13916-034,SP,Cidade_2021,1975-07-08 00:00:00,50,CrA©dito AcessA­vel,1462.44,12.0,0.0,3.0,4.0,0,121.87,1,7,339.1428571428572,0.9801980198019802,2,0,819381
691,8,731,99,95,2494.0,672,635,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,177.0,Alto,21746-000,RJ,Cidade_3433,1988-10-07 00:00:00,37,CrA©dito AcessA­vel,2988.0,12.0,0.0,3.0,4.0,0,249.0,1,7,418.7142857142857,1.03125,2,0,819956
543,3,585,99,59,2387.0,541,581,APTOS,Produtor_1443,Lancamento_0407,Outros,201.0,Alto,35530-000,MG,Cidade_1012,1988-02-01 00:00:00,37,CrA©dito AcessA­vel,1101.36,6.0,0.0,3.0,4.0,0,183.56,1,8,599.75,1.65,2,0,644699
357,1,383,99,100,600.0,266,279,APTOS,Produtor_1461,Lancamento_3428,Outros,65.0,Alto,60750-080,CE,Cidade_1439,1990-06-23 00:00:00,35,CrA©dito AcessA­vel,1125.09,9.0,0.0,3.0,4.0,0,125.01,1,8,260.625,0.9801980198019802,2,0,820900
366,1,558,99,74,2494.0,463,600,APTOS,Produtor_1185,Lancamento_0179,Autoconhecimento,282.0,Alto,13289-726,SP,Cidade_4418,1979-05-15 00:00:00,46,CrA©dito AcessA­vel,1352.26,13.0,0.0,3.0,4.0,0,104.02,1,7,308.7142857142857,1.32,2,0,820947
147,1,412,99,0,2494.0,395,362,APTOS,Produtor_0886,Lancamento_1672,Autodesenvolvimento,158.0,Alto,29200000,ES,Cidade_1597,1980-05-18 00:00:00,45,CrA©dito AcessA­vel,1439.76,12.0,0.0,3.0,4.0,0,119.98,1,7,202.28571428571428,99.0,2,1,622171
361,1,587,99,0,2494.0,465,528,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,258.0,Alto,14098-309,SP,Cidade_3381,1980-06-26 00:00:00,45,CrA©dito AcessA­vel,2988.0,12.0,0.0,3.0,4.0,0,249.0,1,7,291.57142857142856,99.0,2,0,691354
201,1,348,99,36,2494.0,294,257,APTOS,Produtor_0008,Lancamento_0327,Empreendedor,2.0,Alto,05386-180,SP,Cidade_4032,1998-02-25 00:00:00,27,CrA©dito AcessA­vel,690.93,9.0,0.0,3.0,4.0,0,76.77,1,7,176.57142857142858,2.675675675675676,2,0,818976
548,1,585,99,91,2494.0,565,524,APTOS,Produtor_0808,Lancamento_0386,Empreendedor,225.0,Alto,22780-300,RJ,Cidade_3433,1961-01-20 00:00:00,65,CrA©dito AcessA­vel,1859.64,12.0,0.0,3.0,4.0,0,154.97,1,7,344.7142857142857,1.076086956521739,2,0,821189
628,1,684,99,91,2444.0,650,625,APTOS,Produtor_1201,Lancamento_2286,Empreendedor,465.0,Outros,68148-000,PA,Cidade_0572,1980-07-26 00:00:00,45,Compartilhado,990.9,6.0,0.0,3.0,4.0,0,165.15,1,7,396.8571428571428,1.076086956521739,-1,0,680638
252,1,415,99,87,2494.0,312,390,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,271.0,Alto,30672147,MG,Cidade_0464,1989-01-11 00:00:00,37,CrA©dito AcessA­vel,2988.0,12.0,0.0,3.0,4.0,0,249.0,1,7,222.28571428571428,1.125,2,1,738431
122,2,282,99,998,2494.0,381,381,APTOS,Produtor_1580,Lancamento_2629,Autodesenvolvimento,139.0,Alto,97015-002,RS,Cidade_3601,1998-10-26 00:00:00,27,CrA©dito AcessA­vel,3595.8,12.0,0.0,3.0,4.0,0,299.65000000000003,1,7,323.57142857142856,0.0990990990990991,2,1,820644
350,3,437,99,39,1400.0,431,461,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,595.0,Outros,31655-700,MG,Cidade_0464,1993-05-06 00:00:00,32,CrA©dito AcessA­vel,2988.0,12.0,1.0,3.0,5.0,0,249.0,1,8,402.5,2.475,-1,1,661760
179,4,463,99,95,2494.0,376,488,APTOS,Produtor_0632,Lancamento_1080,Mentoria,223.0,Alto,66913090,PA,Cidade_0470,1965-09-11 00:00:00,60,Compartilhado,2275.99,12.0,1.0,3.0,5.0,0,189.66583333333327,1,7,243.42857142857144,1.03125,2,0,819123
744,2,757,2,94,3238.0,701,660,APTOS,Produtor_0916,Lancamento_3001,Mentoria,821.0,Baixo,35523-234,MG,Cidade_2730,1989-07-12 00:00:00,36,CrA©dito AcessA­vel,5666.66,2.0,1.0,3.0,5.0,0,2833.33,1,7,422.8571428571428,0.0210526315789473,0,0,765624
582,9,623,99,100,2444.0,594,576,APTOS,Produtor_1089,Lancamento_2756,Autodesenvolvimento,571.0,Outros,21620-040,RJ,Cidade_3433,1987-02-19 00:00:00,38,CrA©dito AcessA­vel,3599.4,12.0,1.0,3.0,5.0,0,299.95,1,7,369.0,0.9801980198019802,-1,0,732652
456,2,457,99,100,2494.0,427,463,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,98.0,Alto,95930000,RS,Cidade_1164,1997-03-25 00:00:00,28,CrA©dito AcessA­vel,2988.0,12.0,1.0,3.0,5.0,0,249.0,1,7,286.2857142857143,0.9801980198019802,2,1,763467
334,2,415,99,17,2494.0,403,395,APTOS,Produtor_0916,Lancamento_1406,Outros,66.0,Alto,98700-000,RS,Cidade_1733,1996-10-09 00:00:00,29,CrA©dito AcessA­vel,798.68,4.0,1.0,3.0,5.0,0,199.67,1,7,237.8571428571429,5.5,2,0,820386
602,2,703,99,100,2444.0,690,640,APTOS,Produtor_0916,Lancamento_3001,Mentoria,514.0,Outros,13416-145,SP,Cidade_3100,1975-03-24 00:00:00,50,CrA©dito AcessA­vel,2833.33,1.0,1.0,3.0,5.0,0,2833.33,1,7,405.1428571428572,0.9801980198019802,-1,0,761258
691,4,836,99,100,5451.0,816,835,APTOS,Produtor_0808,Lancamento_0386,Empreendedor,670.0,Baixo,29072236,ES,Cidade_4432,1962-11-22 00:00:00,63,CrA©dito AcessA­vel,1859.64,12.0,1.0,3.0,5.0,0,154.97,1,8,1104.0,0.9801980198019802,0,0,818510
551,2,640,99,80,2494.0,497,485,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,102.0,Alto,38407-746,MG,Cidade_4294,1987-05-14 00:00:00,38,CrA©dito AcessA­vel,2262.96,9.0,1.0,3.0,5.0,0,251.44,1,7,336.2857142857143,1.2222222222222223,2,0,570766
734,3,519,99,100,2444.0,680,694,APTOS,Produtor_1470,Lancamento_0544,Empreendedor,556.0,Outros,35901-068,MG,Cidade_1832,2001-04-14 00:00:00,24,CrA©dito AcessA­vel,1196.16,12.0,1.0,3.0,5.0,0,99.68,1,7,404.1428571428572,0.9801980198019802,-1,0,771574
516,8,569,99,100,2494.0,575,600,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,227.0,Alto,54410021,PE,Cidade_1992,1965-08-30 00:00:00,60,CrA©dito AcessA­vel,2988.0,12.0,1.0,3.0,5.0,0,249.0,1,7,352.42857142857144,0.9801980198019802,2,1,819901
431,1,558,99,95,2494.0,477,544,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,162.0,Alto,92425-055,RS,Cidade_0826,1986-04-19 00:00:00,39,CrA©dito AcessA­vel,2988.0,12.0,1.0,3.0,5.0,0,249.0,1,7,315.0,1.03125,2,0,477077
680,1,618,99,87,2444.0,751,728,APTOS,Produtor_1484,Lancamento_2633,Empreendedor,649.0,Outros,09139-070,SP,Cidade_3679,1976-01-09 00:00:00,50,CrA©dito AcessA­vel,2199.67,11.0,1.0,3.0,5.0,0,199.97,1,7,423.4285714285714,1.125,-1,0,821626
488,2,612,99,998,2494.0,461,551,APTOS,Produtor_0350,Lancamento_2894,Mentoria,266.0,Alto,14075-627,SP,Cidade_3381,1983-04-30 00:00:00,42,CrA©dito AcessA­vel,1204.08,12.0,1.0,3.0,5.0,0,100.34,1,7,458.7142857142857,0.0990990990990991,2,0,772945
81,1,354,99,83,2494.0,183,310,APTOS,Produtor_1484,Lancamento_2633,Empreendedor,146.0,Alto,13218-005,SP,Cidade_2120,1992-05-06 00:00:00,33,CrA©dito AcessA­vel,2399.64,12.0,1.0,3.0,5.0,0,199.97,1,7,158.71428571428572,1.1785714285714286,2,1,821723
385,3,466,99,0,20740.0,386,341,APTOS,Produtor_0553,Lancamento_0059,Mentoria,258.0,Alto,88306-790,SC,Cidade_1861,1984-10-06 00:00:00,41,CrA©dito AcessA­vel,1204.08,12.0,1.0,3.0,5.0,0,100.34,1,8,2802.5,99.0,2,1,668783
381,1,576,99,100,11109.0,392,454,APTOS,Produtor_1484,Lancamento_2633,Empreendedor,209.0,Alto,54410070,PE,Cidade_1992,1963-05-20 00:00:00,62,CrA©dito AcessA­vel,2399.64,12.0,1.0,3.0,5.0,0,199.97,1,8,1639.0,0.9801980198019802,2,0,822483
379,3,380,99,0,2494.0,346,354,APTOS,Produtor_1484,Lancamento_2633,Empreendedor,2.0,Alto,22793-580,RJ,Cidade_3433,1997-11-19 00:00:00,28,CrA©dito AcessA­vel,2399.64,12.0,1.0,3.0,5.0,0,199.97,1,7,223.0,99.0,2,0,822392
475,5,558,99,84,2444.0,550,590,APTOS,Produtor_0873,Lancamento_2627,Emagrecimento,346.0,Outros,25715-380,RJ,Cidade_3052,1970-06-15 00:00:00,55,CrA©dito AcessA­vel,549.0,6.0,1.0,3.0,5.0,0,91.5,1,7,337.2857142857143,1.1647058823529413,-1,0,822682
386,9,519,99,100,1778.0,407,420,APTOS,Produtor_0447,Lancamento_1514,Empreendedor,218.0,Alto,60182-840,CE,Cidade_1439,1968-05-19 00:00:00,57,CrA©dito AcessA­vel,2396.04,12.0,1.0,3.0,5.0,0,199.67,1,8,464.75,0.9801980198019802,2,0,819499
355,1,415,99,85,2494.0,381,403,APTOS,Produtor_0350,Lancamento_2894,Mentoria,2.0,Alto,02178-120,SP,Cidade_4032,1997-02-24 00:00:00,28,CrA©dito AcessA­vel,1154.07,9.0,1.0,3.0,5.0,0,128.23,1,7,248.42857142857144,1.1511627906976745,2,1,755758
308,1,382,99,0,2494.0,404,432,APTOS,Produtor_1026,Lancamento_0174,Outros,125.0,Alto,03929-150,SP,Cidade_4032,1978-10-29 00:00:00,47,CrA©dito AcessA­vel,922.59,9.0,1.0,3.0,5.0,0,102.51,1,7,232.28571428571428,99.0,2,0,820849
382,1,466,99,33,2494.0,468,517,APTOS,Produtor_1171,Lancamento_0085,Outros,123.0,Alto,41701105,BA,Cidade_3539,1987-06-17 00:00:00,38,CrA©dito AcessA­vel,3221.01,9.0,1.0,3.0,5.0,0,357.89000000000004,1,7,280.85714285714283,2.911764705882353,2,0,821153
151,2,361,99,86,2444.0,355,365,APTOS,Produtor_1484,Lancamento_2633,Empreendedor,477.0,Outros,94170-400,RS,Cidade_1558,1987-11-25 00:00:00,38,CrA©dito AcessA­vel,2399.64,12.0,1.0,3.0,5.0,0,199.97,1,7,202.7142857142857,1.137931034482759,-1,1,823198
471,3,595,99,59,2494.0,472,589,APTOS,Produtor_0280,Lancamento_1037,Mentoria,242.0,Alto,14840-000,SP,Cidade_1608,1985-03-20 00:00:00,40,CrA©dito AcessA­vel,802.62,9.0,2.0,3.0,6.0,0,89.18,1,7,326.85714285714283,1.65,2,0,819788
509,1,421,99,99,2187.0,491,545,APTOS,Produtor_0808,Lancamento_0386,Empreendedor,243.0,Alto,95059-660,RS,Cidade_0951,1977-08-14 00:00:00,48,CrA©dito AcessA­vel,1295.76,12.0,2.0,3.0,6.0,0,107.98,1,8,544.0,0.99,2,0,821333
568,3,731,2,90,3238.0,520,466,APTOS,Produtor_0714,Lancamento_0286,Empreendedor,668.0,Baixo,69007-055,AM,Cidade_2348,1992-05-12 00:00:00,33,CrA©dito AcessA­vel,58190.04,12.0,2.0,3.0,6.0,0,4849.17,1,7,340.0,0.0219780219780219,0,0,821179
497,2,630,2,70,2494.0,461,555,APTOS,Produtor_0486,Lancamento_0167,Autoconhecimento,2.0,Alto,96810-078,RS,Cidade_3574,1981-02-03 00:00:00,44,CrA©dito AcessA­vel,2988.0,12.0,2.0,3.0,6.0,0,249.0,1,7,316.7142857142857,0.028169014084507,2,0,662094
