SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,score,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,segmento_encoded,modalidade_encoded,endereco_estado_encoded,endereco_cidade_encoded,endereco_cep_encoded,lancamento_encoded,produtor_encoded,MENSAGEM_TIPO_REGISTRO_encoded,categoria_risco_score_encoded,idade_encoded,nascimento_encoded,FPD,pedido_id
432,1,387,99,83,2444.0,560,590,326.0,2355.48,12.0,1.0,8.0,13.0,0,196.29,1,7,307.42857142857144,1.1785714285714286,-1,0,4,174,139,16786,166,485,0,3,84,7980,0,1032375
570,1,769,99,53,3238.0,594,492,894.0,2355.48,12.0,1.0,8.0,13.0,0,196.29,1,7,368.2857142857143,1.8333333333333333,0,0,4,174,3952,19773,166,485,0,1,74,14426,0,1027401
664,5,731,99,100,3238.0,748,797,725.0,2355.48,12.0,1.0,8.0,13.0,0,196.29,1,7,449.1428571428572,0.9801980198019802,0,0,4,126,1488,47984,166,485,0,1,79,11058,0,1032653
284,1,129,99,95,2494.0,371,463,251.0,3718.26,21.0,1.0,8.0,13.0,0,177.06,1,7,206.0,1.03125,2,0,4,174,144,17968,166,485,0,0,66,19584,0,985258
545,2,558,99,100,2494.0,442,584,218.0,316.11,3.0,1.0,8.0,13.0,0,105.37,1,7,332.85714285714283,0.9801980198019802,2,0,4,104,4293,40390,447,1031,0,0,74,14623,0,1032782
520,6,689,99,100,3238.0,696,750,709.0,2355.48,12.0,1.0,8.0,13.0,0,196.29,1,7,408.57142857142856,0.9801980198019802,0,0,4,148,4372,30262,166,485,0,1,86,6909,0,1032762
490,1,587,99,99,2494.0,561,544,2.0,1976.04,12.0,1.0,8.0,13.0,0,164.67,1,7,340.1428571428572,0.99,2,4,6,104,486,35551,2767,77,0,0,64,21411,0,1032183
576,7,564,99,998,1723.0,630,557,578.0,1818.54,4.0,1.0,8.0,13.0,0,454.635,1,8,644.25,0.0990990990990991,-1,7,4,104,2472,41692,2281,697,0,3,64,21200,0,900350
525,8,600,2,100,2444.0,533,600,352.0,2355.48,12.0,1.0,8.0,13.0,0,196.29,1,7,338.2857142857143,0.0198019801980198,-1,0,4,148,3432,25830,166,485,0,3,92,3573,0,1026681
148,3,361,99,0,2494.0,376,463,181.0,2988.0,12.0,1.0,8.0,13.0,0,249.0,1,7,207.1428571428572,99.0,2,0,4,148,3432,25208,166,485,0,0,66,20095,0,696397
436,3,421,99,998,2444.0,446,493,606.0,1119.4,10.0,1.0,8.0,13.0,0,111.94,1,7,413.7142857142857,0.0990990990990991,-1,1,4,104,2557,39507,196,1187,0,3,65,20597,1,1030447
617,3,628,99,99,1745.0,645,587,931.0,1316.16,12.0,1.0,8.0,13.0,0,109.68,1,8,552.875,0.99,0,4,4,152,1476,81101,3379,884,0,1,91,3892,0,1033410
713,7,731,99,69,2444.0,718,700,548.0,1316.16,12.0,1.0,8.0,13.0,0,109.68,1,7,433.8571428571428,1.4142857142857144,-1,4,4,59,2111,45699,3379,884,0,3,62,22219,0,1033576
122,5,393,99,0,2494.0,456,512,43.0,2355.48,12.0,1.0,8.0,13.0,0,196.29,1,7,226.7142857142857,99.0,2,0,4,174,4455,15228,166,485,0,0,67,19124,1,1027591
570,3,647,99,998,3238.0,554,607,852.0,1148.13,9.0,1.0,8.0,13.0,0,127.57,1,7,496.8571428571428,0.0990990990990991,0,8,4,148,3432,23861,791,1072,0,1,101,739,0,1033402
654,3,647,99,71,3238.0,701,898,705.0,1796.04,12.0,2.0,8.0,14.0,0,149.67,1,7,439.0,1.375,0,4,4,81,4411,32844,3363,803,0,1,82,9007,0,1033961
523,3,623,2,91,2444.0,521,524,409.0,3213.0,12.0,2.0,8.0,14.0,0,267.75,1,7,326.7142857142857,0.0217391304347826,-1,8,4,148,798,30507,778,123,0,3,59,24720,0,1034289
415,3,312,99,97,2494.0,376,395,174.0,2396.04,12.0,2.0,8.0,14.0,0,199.67,1,7,242.42857142857144,1.010204081632653,2,7,4,104,4202,36796,2815,1197,0,0,68,18660,0,1034196
575,1,640,99,45,2444.0,557,551,307.0,860.22,9.0,2.0,8.0,14.0,0,95.58,1,7,352.57142857142856,2.152173913043478,-1,8,4,172,744,76606,2426,1435,0,3,76,13247,0,1032410
727,4,906,99,100,3238.0,795,804,762.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,7,490.7142857142857,0.9801980198019802,0,0,4,174,3678,9156,166,485,0,1,67,19286,0,1034619
557,3,689,99,83,3238.0,610,592,811.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,7,376.1428571428572,1.1785714285714286,0,0,4,104,463,33499,166,485,0,1,65,20616,0,1034760
450,1,595,99,29,2494.0,488,571,191.0,1916.04,12.0,2.0,8.0,14.0,0,159.67,1,7,319.0,3.3,2,4,3,172,3927,75585,1210,1305,0,0,60,24069,0,1034817
448,10,587,99,100,2494.0,539,577,160.0,1796.04,12.0,2.0,8.0,14.0,0,149.67,1,7,337.1428571428572,0.9801980198019802,2,4,4,148,3432,23703,3363,803,0,0,98,1548,0,1033920
282,7,558,99,40,2494.0,430,495,161.0,4795.58,12.0,2.0,8.0,14.0,0,399.63166666666666,1,7,273.0,2.414634146341464,2,0,4,67,1438,51011,1547,1184,0,0,77,12295,1,1029270
569,9,485,99,91,3238.0,580,653,805.0,1316.16,12.0,2.0,8.0,14.0,0,109.68,1,7,355.1428571428572,1.076086956521739,0,4,4,126,1991,47528,3379,884,0,1,71,16398,0,1034529
739,3,893,99,95,3238.0,775,727,781.0,687.51,9.0,2.0,8.0,14.0,0,76.39,1,7,475.8571428571428,1.03125,0,0,4,174,4031,72238,447,1031,0,1,75,13844,0,1034541
268,3,391,99,9,2494.0,339,336,207.0,4795.56,12.0,2.0,8.0,14.0,0,399.63000000000005,1,7,206.42857142857144,9.9,2,0,4,148,1290,28163,1547,1184,0,0,65,20621,1,1030391
694,1,757,99,94,6010.0,823,821,871.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,8,1162.375,1.0421052631578946,0,0,4,152,55,82749,166,485,0,1,76,12726,0,1035166
112,1,348,99,38,2494.0,212,256,141.0,2988.0,12.0,2.0,8.0,14.0,0,249.0,1,7,152.28571428571428,2.5384615384615383,2,0,4,129,1444,73069,166,485,0,0,63,21656,1,1035371
406,1,312,99,999,3238.0,517,560,847.0,2637.12,12.0,2.0,8.0,14.0,0,219.76,1,7,413.4285714285714,0.099,0,8,4,174,4229,12082,532,1050,0,1,81,9574,0,1035470
112,1,382,99,84,1460.0,237,217,392.0,1916.04,12.0,2.0,8.0,14.0,0,159.67,1,8,324.0,1.1647058823529413,-1,4,3,67,914,52546,1210,1305,0,3,51,28828,0,1035531
819,2,736,99,100,3275.0,737,869,342.0,421.47,3.0,2.0,8.0,14.0,0,140.49,1,8,829.625,0.9801980198019802,-1,1,3,152,3192,79476,122,1176,0,3,56,26569,0,1035940
302,1,437,99,42,2444.0,378,392,497.0,2639.52,12.0,2.0,8.0,14.0,0,219.96,1,7,235.8571428571429,2.302325581395349,-1,4,4,173,216,45820,665,1506,0,3,79,11147,0,1035980
585,2,466,99,66,2494.0,606,700,222.0,2384.54,14.0,2.0,8.0,14.0,0,170.3242857142857,1,7,360.57142857142856,1.4776119402985075,2,0,4,108,3194,67796,166,485,0,0,79,11240,0,1035967
628,1,731,99,73,3238.0,681,619,899.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,7,404.57142857142856,1.337837837837838,0,0,4,75,580,59765,166,485,0,1,80,10694,0,1025967
505,2,600,99,100,2494.0,561,600,209.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,7,352.42857142857144,0.9801980198019802,2,0,4,59,3537,41931,166,485,0,0,87,6387,0,1036187
526,4,618,2,98,2494.0,562,750,251.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,7,365.7142857142857,0.0202020202020202,2,0,4,90,3141,61871,166,485,0,0,86,6680,0,1036210
656,2,531,99,94,2444.0,588,640,357.0,2639.52,12.0,2.0,8.0,14.0,0,219.96,1,7,372.8571428571428,1.0421052631578946,-1,4,4,90,1533,62764,665,1506,0,3,64,20855,0,1036293
512,8,689,2,88,3238.0,564,587,772.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,7,350.0,0.0224719101123595,0,0,4,174,2799,5147,166,485,0,1,79,10731,0,1036613
850,4,906,99,100,2444.0,977,941,634.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,7,553.8571428571429,0.9801980198019802,-1,0,4,104,463,33490,166,485,0,3,67,18974,0,1031288
473,7,475,99,20,1763.0,507,548,180.0,1796.04,12.0,2.0,8.0,14.0,0,149.67,1,8,486.5,4.714285714285714,2,4,4,172,3962,76128,3363,803,0,0,86,6914,0,1036690
553,4,906,99,97,3238.0,899,980,730.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,7,505.4285714285714,1.010204081632653,0,0,4,152,769,80892,166,485,0,1,88,5410,0,1036631
541,2,640,99,85,2494.0,456,380,87.0,2355.48,12.0,2.0,8.0,14.0,0,196.29,1,7,314.7142857142857,1.1511627906976745,2,0,4,148,3432,25493,166,485,0,0,57,25543,0,1030083
644,2,731,2,60,3238.0,772,686,806.0,2590.74,18.0,2.0,8.0,14.0,0,143.92999999999998,1,7,413.8571428571428,0.0327868852459016,0,0,4,126,3337,46537,166,485,0,1,89,4882,0,1036708
508,5,595,99,998,2699.0,536,501,205.0,2590.74,18.0,2.0,8.0,14.0,0,143.92999999999998,1,8,742.625,0.0990990990990991,2,0,4,152,4136,83919,166,485,0,0,73,14952,0,1037111
516,1,494,99,67,2494.0,465,500,2.0,2276.04,12.0,2.0,8.0,14.0,0,189.67,1,7,306.0,1.4558823529411764,2,7,3,172,3028,76861,591,1305,0,0,60,23907,0,1037022
508,1,526,99,69,2494.0,562,560,128.0,802.62,9.0,2.0,8.0,14.0,0,89.18,1,7,332.1428571428572,1.4142857142857144,2,1,4,152,3709,83587,3288,233,0,0,77,12063,0,1037222
390,5,595,99,74,2444.0,474,548,451.0,802.62,9.0,2.0,8.0,14.0,0,89.18,1,7,312.1428571428572,1.32,-1,4,4,148,3432,25889,2453,237,0,3,80,10385,0,1034333
556,1,519,99,92,2494.0,444,443,134.0,880.38,6.0,2.0,8.0,14.0,0,146.73,1,7,307.7142857142857,1.064516129032258,2,8,4,152,2746,80831,518,75,0,0,60,23465,0,1031371
490,1,441,99,99,2444.0,486,505,498.0,2323.99,12.0,2.0,8.0,14.0,0,193.66583333333327,1,7,303.0,0.99,-1,7,4,104,4420,41727,824,1606,0,3,70,17265,0,1037789
148,9,350,99,56,2494.0,326,382,199.0,2323.99,12.0,2.0,8.0,14.0,0,193.66583333333327,1,7,195.7142857142857,1.736842105263158,2,7,4,174,954,12660,824,1606,0,0,78,11499,0,1037720
81,2,284,99,40,1143.0,164,141,435.0,2323.99,12.0,2.0,8.0,14.0,0,193.66583333333327,1,8,244.25,2.414634146341464,-1,7,4,125,1986,49617,824,1606,0,3,60,23991,1,1037857
718,2,731,99,91,2444.0,849,910,609.0,802.62,9.0,3.0,8.0,15.0,0,89.18,1,7,485.7142857142857,1.076086956521739,-1,1,4,73,3474,52574,2664,1210,0,3,78,11905,0,1036276
402,3,538,99,73,4022.0,492,600,340.0,1316.16,12.0,3.0,8.0,15.0,0,109.68,1,8,778.625,1.337837837837838,-1,4,4,174,760,14230,3379,884,0,3,86,6663,0,1037389
686,9,774,99,998,2444.0,812,698,517.0,3015.6,12.0,3.0,8.0,15.0,0,251.3,1,7,582.2857142857143,0.0990990990990991,-1,5,3,81,2231,32862,1818,988,0,3,72,15820,0,479593
453,1,469,99,62,2494.0,465,583,186.0,2323.99,12.0,3.0,8.0,15.0,0,193.66583333333327,1,7,304.57142857142856,1.5714285714285714,2,7,4,172,2865,75942,824,1606,0,0,77,12357,0,1037852
447,10,574,99,100,2494.0,520,726,224.0,1796.04,12.0,3.0,8.0,15.0,0,149.67,1,7,353.7142857142857,0.9801980198019802,2,4,4,102,4002,54169,3363,803,0,0,92,3347,0,1034919
476,1,605,99,70,2444.0,413,440,441.0,1196.16,12.0,3.0,8.0,15.0,0,99.68,1,7,300.57142857142856,1.3943661971830985,-1,0,4,152,950,81610,329,403,0,3,62,22354,0,1030705
400,6,600,99,97,2494.0,488,600,201.0,2531.25,9.0,3.0,8.0,15.0,0,281.25,1,7,327.1428571428572,1.010204081632653,2,8,4,174,4031,38641,532,1050,0,0,93,3116,0,1038392
600,1,600,99,97,2494.0,600,600,263.0,2323.99,12.0,3.0,8.0,15.0,0,193.66583333333327,1,7,371.0,1.010204081632653,2,7,4,104,1244,37128,824,1606,0,0,86,6584,0,1038608
697,4,741,99,100,2444.0,790,747,626.0,505.92,6.0,3.0,8.0,15.0,0,84.32000000000001,1,7,454.0,0.9801980198019802,-1,8,4,174,4031,8077,2969,1176,0,3,58,25117,0,1038293
611,5,591,99,998,2444.0,539,470,328.0,505.92,6.0,3.0,8.0,15.0,0,84.32000000000001,1,7,473.2857142857143,0.0990990990990991,-1,8,4,174,760,14031,2969,1176,0,3,65,20209,0,1038373
722,1,736,2,88,2444.0,940,653,358.0,2355.48,12.0,3.0,8.0,15.0,0,196.29,1,7,448.8571428571428,0.0224719101123595,-1,0,4,174,3952,19748,166,485,0,3,65,20201,0,1038806
345,4,457,99,64,2444.0,359,402,485.0,2395.96,12.0,3.0,8.0,15.0,0,199.66333333333333,1,7,247.1428571428572,1.523076923076923,-1,7,4,148,2355,26901,2120,1006,0,3,75,13456,0,1034572
526,1,893,2,95,3238.0,738,734,723.0,2355.48,12.0,3.0,8.0,15.0,0,196.29,1,7,427.0,0.0208333333333333,0,0,4,104,463,34128,166,485,0,1,79,11351,0,1033771
689,6,679,99,64,2494.0,640,597,247.0,2629.77,3.0,3.0,8.0,15.0,0,876.59,1,7,396.2857142857143,1.523076923076923,2,0,4,174,1890,6500,166,485,0,0,70,16904,0,734705
436,1,600,99,96,3238.0,491,533,702.0,1796.04,12.0,3.0,8.0,15.0,0,149.67,1,7,322.2857142857143,1.0206185567010309,0,5,4,184,2868,65917,3241,1509,0,1,73,15321,1,1038614
546,3,600,99,76,2494.0,550,541,92.0,1916.04,12.0,3.0,8.0,15.0,0,159.67,1,7,345.0,1.2857142857142858,2,4,3,104,2949,37503,1210,1305,0,0,62,22177,0,1039107
644,1,632,99,83,2494.0,660,713,223.0,2637.12,12.0,3.0,8.0,15.0,0,219.76,1,7,404.57142857142856,1.1785714285714286,2,8,4,173,3467,46178,532,1050,0,0,79,10753,0,1039063
354,9,558,99,69,7477.0,440,600,209.0,2355.48,12.0,3.0,8.0,15.0,0,196.29,1,8,1200.75,1.4142857142857144,2,0,4,174,4031,4494,166,485,0,0,86,6647,0,1039114
949,4,906,99,100,3238.0,913,957,761.0,140.49,1.0,3.0,8.0,15.0,0,140.49,1,7,561.1428571428571,0.9801980198019802,0,1,3,49,2347,57375,122,1176,0,1,60,23879,0,1039031
523,4,701,2,97,3238.0,547,751,999.0,1739.76,12.0,3.0,8.0,15.0,0,144.98,1,7,375.0,0.0204081632653061,0,4,4,126,3337,46549,1334,1254,0,1,88,5820,0,1039098
634,6,731,99,100,6037.0,780,855,291.0,2355.48,12.0,3.0,8.0,15.0,0,196.29,1,8,1155.25,0.9801980198019802,2,0,4,174,3231,8515,166,485,0,0,88,5417,0,1039208
598,1,479,2,89,2444.0,628,554,622.0,2988.0,12.0,3.0,8.0,15.0,0,249.0,1,7,335.85714285714283,0.0222222222222222,-1,0,4,51,2302,56649,166,485,0,3,82,9218,0,1039354
763,10,906,99,100,3238.0,936,816,869.0,2258.73,9.0,3.0,8.0,15.0,0,250.97,1,7,518.5714285714286,0.9801980198019802,0,0,4,129,2915,74939,166,485,0,1,83,8724,0,1039368
600,2,600,99,79,2494.0,579,600,222.0,1916.04,12.0,3.0,8.0,15.0,0,159.67,1,7,365.57142857142856,1.2375,2,4,3,126,3337,46622,1210,1305,0,0,80,10684,0,1039399
511,2,679,99,100,2494.0,500,647,188.0,2355.48,12.0,3.0,8.0,15.0,0,196.29,1,7,362.57142857142856,0.9801980198019802,2,0,4,49,2347,57187,166,485,0,0,59,24391,0,1039377
451,2,314,99,88,2494.0,452,490,268.0,2396.04,12.0,3.0,8.0,15.0,0,199.67,1,7,270.85714285714283,1.1123595505617978,2,8,4,174,4031,2263,2532,270,0,0,63,21476,1,1039124
267,5,377,99,57,2494.0,441,423,293.0,505.92,6.0,3.0,8.0,15.0,0,84.32000000000001,1,7,238.42857142857144,1.706896551724138,2,8,4,174,3678,79330,2969,1176,0,0,65,20180,0,1039363
465,4,488,99,96,2494.0,461,493,159.0,2396.04,12.0,3.0,8.0,15.0,0,199.67,1,7,300.85714285714283,1.0206185567010309,2,7,4,104,2116,38222,3371,1585,0,0,67,19181,0,1039574
528,7,600,99,91,3238.0,600,600,821.0,2355.48,12.0,3.0,8.0,15.0,0,196.29,1,7,360.7142857142857,1.076086956521739,0,0,4,174,3555,16498,166,485,0,1,80,10156,0,1039568
353,4,327,99,998,2444.0,439,408,362.0,1916.04,12.0,3.0,8.0,15.0,0,159.67,1,7,375.4285714285714,0.0990990990990991,-1,4,4,125,3678,49994,2535,240,0,3,69,17554,0,1039698
370,1,432,99,69,2494.0,393,428,171.0,2732.44,18.0,3.0,8.0,15.0,0,151.8022222222222,1,7,256.0,1.4142857142857144,2,7,4,174,2526,9004,2281,697,0,0,59,24490,0,1039786
509,4,689,99,100,2494.0,646,649,166.0,505.92,6.0,3.0,8.0,15.0,0,84.32000000000001,1,7,385.1428571428572,0.9801980198019802,2,8,4,172,1422,75033,2969,1176,0,0,57,25564,0,1039456
428,5,466,99,83,2494.0,424,458,299.0,2635.92,12.0,3.0,8.0,15.0,0,219.66,1,7,280.42857142857144,1.1785714285714286,2,7,4,174,1609,10931,2281,697,0,0,68,18429,0,1039995
528,5,757,99,38,2494.0,668,527,269.0,1196.16,12.0,3.0,8.0,15.0,0,99.68,1,7,374.57142857142856,2.5384615384615383,2,0,4,104,4367,39024,1043,1576,0,0,76,13144,0,1037443
403,2,576,99,0,2444.0,541,572,306.0,2355.48,12.0,3.0,8.0,15.0,0,196.29,1,7,313.2857142857143,99.0,-1,0,4,90,1533,62186,166,485,0,3,75,13671,0,1039366
600,2,600,99,100,6441.0,600,600,754.0,3595.8,12.0,3.0,8.0,15.0,0,299.65000000000003,1,8,1130.25,0.9801980198019802,0,4,2,129,1181,69688,1498,1346,0,1,85,7190,0,1037099
779,4,769,99,100,2444.0,785,805,631.0,664.08,6.0,3.0,8.0,15.0,0,110.68,1,7,477.2857142857143,0.9801980198019802,-1,4,4,148,2691,30649,290,124,0,3,64,21288,0,806033
396,1,457,99,100,2494.0,404,442,254.0,2987.52,24.0,4.0,8.0,16.0,0,124.48,1,7,271.2857142857143,0.9801980198019802,2,8,4,174,1644,14698,928,383,0,0,93,3056,0,1040302
520,6,731,99,998,3238.0,791,920,854.0,1316.16,12.0,4.0,8.0,16.0,0,109.68,1,7,580.7142857142857,0.0990990990990991,0,7,4,174,3713,10603,610,1515,0,1,87,5986,0,1040574
434,4,463,99,70,3238.0,488,600,720.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,308.2857142857143,1.3943661971830985,0,0,4,126,3337,46678,166,485,0,1,72,15551,0,1040708
364,2,432,99,91,2444.0,390,422,489.0,2640.0,12.0,4.0,8.0,16.0,0,220.0,1,7,257.1428571428572,1.076086956521739,-1,0,4,125,755,49937,7,1365,0,3,67,18965,1,771104
424,3,600,2,96,2444.0,524,600,349.0,2637.12,12.0,4.0,8.0,16.0,0,219.76,1,7,321.2857142857143,0.0206185567010309,-1,8,4,59,1657,44762,532,1050,0,3,101,844,0,1036380
731,7,750,2,100,2494.0,750,731,198.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,438.7142857142857,0.0198019801980198,2,0,4,75,580,59003,166,485,0,0,68,18359,0,1040801
509,3,689,99,60,2444.0,568,558,371.0,2399.64,12.0,4.0,8.0,16.0,0,199.97,1,7,355.1428571428572,1.6229508196721312,-1,1,4,172,4252,77007,3338,1359,0,3,69,17474,0,1040786
490,5,587,99,54,2444.0,532,560,326.0,2672.95,14.0,4.0,8.0,16.0,0,190.925,1,7,332.42857142857144,1.8,-1,8,4,172,2091,78224,532,1050,0,3,72,15818,0,1037158
671,2,750,99,99,2494.0,750,703,273.0,693.36,9.0,4.0,8.0,16.0,0,77.04,1,7,439.1428571428572,0.99,2,4,4,81,4431,31553,290,124,0,0,90,4625,0,530820
23,1,183,99,18,2494.0,260,214,259.0,1148.13,9.0,4.0,8.0,16.0,0,127.57,1,7,114.0,5.2105263157894735,2,8,4,152,1557,81064,283,1357,0,0,51,29192,1,1041144
705,2,774,99,100,3238.0,723,825,885.0,1076.16,12.0,4.0,8.0,16.0,0,89.68,1,7,461.1428571428572,0.9801980198019802,0,0,4,149,2944,50552,1237,791,0,1,95,2390,0,1041188
376,1,538,99,0,2000.0,433,507,210.0,2639.52,12.0,4.0,8.0,16.0,0,219.96,1,8,494.25,99.0,2,4,4,174,2119,15043,665,1506,0,0,79,11235,1,1038861
490,6,558,99,90,2494.0,584,601,177.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,346.85714285714283,1.0879120879120878,2,0,4,174,3957,12580,166,485,0,0,67,19107,0,1041300
664,10,722,2,100,2494.0,648,707,218.0,604.26,6.0,4.0,8.0,16.0,0,100.71,1,7,407.57142857142856,0.0198019801980198,2,4,4,174,1174,13096,1124,1490,0,0,90,4731,0,1041396
606,3,659,2,80,3238.0,761,710,767.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,403.0,0.0246913580246913,0,0,4,152,4241,81997,166,485,0,1,79,11085,0,1041362
509,2,600,99,89,2494.0,488,439,91.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,318.0,1.1,2,0,4,174,3265,23114,166,485,0,0,60,23949,0,1026122
615,2,731,99,100,3238.0,702,707,819.0,1034.13,5.0,4.0,8.0,16.0,0,206.826,1,7,422.2857142857143,0.9801980198019802,0,0,4,75,580,58841,166,485,0,1,75,13521,0,556574
460,8,538,99,75,2494.0,466,600,39.0,1101.36,6.0,4.0,8.0,16.0,0,183.56,1,7,320.85714285714283,1.3026315789473684,2,5,4,104,1080,34973,2495,1532,0,0,65,20389,0,1041455
386,1,538,2,100,2494.0,424,447,234.0,806.76,9.0,4.0,8.0,16.0,0,89.64,1,7,271.1428571428572,0.0198019801980198,2,4,4,107,1516,69187,2922,323,0,0,74,14265,1,1041523
572,3,731,2,99,2494.0,576,714,145.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,385.2857142857143,0.02,2,0,4,48,3657,49126,166,485,0,0,65,20393,0,1041605
664,1,701,99,89,2444.0,655,750,402.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,422.7142857142857,1.1,-1,0,4,174,4031,81,166,485,0,3,78,11659,0,1040718
526,5,647,99,86,2648.0,572,746,701.0,2531.25,9.0,4.0,8.0,16.0,0,281.25,1,8,666.125,1.137931034482759,0,8,4,148,3432,23874,532,1050,0,1,65,20251,0,1041664
476,8,574,99,79,3238.0,529,538,777.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,329.0,1.2375,0,0,4,126,4196,48201,166,485,0,1,87,6298,0,1041633
692,1,511,99,98,2494.0,700,634,223.0,24348.98,24.0,4.0,8.0,16.0,0,1014.5408333333334,1,7,390.7142857142857,1.0,2,4,4,104,2949,37459,3525,1554,0,0,71,16708,0,1041716
526,2,615,99,87,2494.0,560,698,210.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,369.57142857142856,1.125,2,0,4,174,3952,19840,166,485,0,0,83,8398,0,1027437
710,3,731,99,72,2444.0,767,734,576.0,1439.76,12.0,4.0,8.0,16.0,0,119.98,1,7,445.1428571428572,1.356164383561644,-1,4,4,108,1168,66670,1765,741,0,3,89,4877,0,1041791
604,2,659,99,98,2444.0,737,877,425.0,2551.77,13.0,4.0,8.0,16.0,0,196.29,1,7,439.4285714285714,1.0,-1,0,4,81,4012,33030,166,485,0,3,93,3011,0,560212
600,4,600,99,74,3238.0,600,600,760.0,5343.48,24.0,4.0,8.0,16.0,0,222.645,1,7,368.1428571428572,1.32,0,0,4,174,3869,82281,166,485,0,1,78,11901,0,554287
317,7,348,99,92,3238.0,550,607,724.0,2637.12,12.0,4.0,8.0,16.0,0,219.76,1,7,288.57142857142856,1.064516129032258,0,8,4,174,1447,18851,532,1050,0,1,96,2131,0,1039724
622,3,647,99,95,3000.0,621,750,790.0,4701.48,24.0,4.0,8.0,16.0,0,195.895,1,8,729.625,1.03125,0,0,4,148,1849,26852,166,485,0,1,74,14576,0,554524
508,2,504,99,96,2494.0,458,548,213.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,316.42857142857144,1.0206185567010309,2,0,4,104,2562,41341,166,485,0,0,72,15648,0,1041914
284,5,437,99,71,2494.0,425,478,17.0,2635.92,12.0,4.0,8.0,16.0,0,219.66,1,7,257.0,1.375,2,7,4,108,4452,67157,2281,697,0,0,62,22297,0,831525
493,7,483,99,100,3238.0,546,654,664.0,604.26,6.0,4.0,8.0,16.0,0,100.71,1,7,340.2857142857143,0.9801980198019802,0,4,4,148,3432,24575,1124,1490,0,1,81,9519,0,1041830
539,3,689,99,81,2444.0,687,631,326.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,389.8571428571428,1.2073170731707317,-1,0,4,59,2204,43288,166,485,0,3,80,10310,0,1042025
428,2,600,99,100,2494.0,583,600,130.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,344.57142857142856,0.9801980198019802,2,0,4,67,1438,51924,166,485,0,0,71,16688,0,1026144
730,10,906,99,100,3238.0,865,897,949.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,515.2857142857143,0.9801980198019802,0,0,4,148,3432,26765,166,485,0,1,86,6650,0,1042115
459,1,457,2,79,2494.0,431,422,177.0,1101.36,6.0,4.0,8.0,16.0,0,183.56,1,7,264.42857142857144,0.025,2,4,4,126,738,47688,1955,819,0,0,75,13688,0,1042193
681,1,731,99,100,2494.0,750,750,198.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,444.57142857142856,0.9801980198019802,2,0,4,172,4025,78978,166,485,0,0,77,12286,0,1042280
804,2,906,2,100,2444.0,959,902,537.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,525.0,0.0198019801980198,-1,0,4,102,1753,54621,166,485,0,3,59,24588,0,1042316
379,4,549,99,6,2494.0,472,600,207.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,301.2857142857143,14.142857142857142,2,0,4,150,283,65396,166,485,0,0,91,4279,0,1041519
584,2,757,2,78,3238.0,706,731,878.0,3218.92,4.0,4.0,8.0,16.0,0,804.73,1,7,408.57142857142856,0.0253164556962025,0,7,4,172,2156,76897,2332,545,0,1,89,5225,0,1042265
634,1,836,2,93,3238.0,633,746,782.0,2164.62,6.0,4.0,8.0,16.0,0,360.77,1,7,420.7142857142857,0.0212765957446808,0,0,4,81,4431,31514,166,485,0,1,82,8897,0,1042336
436,1,459,99,60,2444.0,444,506,563.0,2355.48,12.0,4.0,8.0,16.0,0,196.29,1,7,286.42857142857144,1.6229508196721312,-1,0,4,108,1168,66928,166,485,0,3,75,13397,0,1042375
