SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,MENSAGEM_TIPO_REGISTRO,produtor,lancamento,segmento,score,categoria_risco_score,endereco_cep,endereco_estado,endereco_cidade,nascimento,idade,modalidade,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,pedido_id
606,2,607,99,92,2516.0,575,601,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,293.0,Alto,13340-124,SP,Cidade_2322,1991-07-21,34,Antecipacao Produtor,2988.0,12.0,4.0,1,9,0,249.0,1,8,637.25,1.064516129032258,2,1950671
618,1,511,99,49,8976.0,530,550,APTOS,Produtor_2119,Lancamento_3989,Outros,120.0,Alto,05409-011,SP,Cidade_5362,1984-02-25,41,Credito Acessivel,4952.82,6.0,4.0,1,9,0,825.4699999999999,1,8,1416.75,1.98,2,1950679
705,2,736,99,100,2187.0,702,729,APTOS,Produtor_1550,Lancamento_0500,Autodesenvolvimento,871.0,Baixo,81730-260,PR,Cidade_1555,2002-09-19,23,Credito Acessivel,3225.36,12.0,4.0,1,9,0,268.78000000000003,1,8,657.5,0.9801980198019802,0,1950653
599,7,567,99,92,1648.0,561,603,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,311.0,Medio,40275-160,BA,Cidade_4592,1957-04-12,68,Antecipacao Produtor,2988.0,12.0,4.0,1,9,0,249.0,1,8,522.0,1.064516129032258,1,1776503
561,1,625,99,998,3489.0,583,578,APTOS,Produtor_2004,Lancamento_1268,Financeiro,508.0,Medio,68430-000,PA,Cidade_2273,1990-09-10,35,Credito Acessivel,312.64,2.0,4.0,1,9,0,156.32,1,8,866.75,0.0990990990990991,1,1950674
543,7,516,99,77,1771.0,564,608,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,313.0,Medio,45206-527,BA,Cidade_2617,1964-02-15,61,Antecipacao Produtor,1792.8,12.0,4.0,1,9,0,149.4,1,8,523.125,1.2692307692307692,1,1950683
468,2,518,99,998,3096.0,536,501,APTOS,Produtor_1548,Lancamento_3139,Mentoria,301.0,Medio,07051-030,SP,Cidade_2115,1993-09-27,32,Credito Acessivel,1920.5,10.0,4.0,1,9,0,192.05,1,8,777.25,0.0990990990990991,1,1949640
617,1,488,99,63,4365.0,521,531,APTOS,Produtor_2160,Lancamento_2992,Empreendedor,288.0,Alto,06711-160,SP,Cidade_1486,1983-02-24,42,Credito Acessivel,3719.52,12.0,4.0,1,9,0,309.96,1,8,835.625,1.546875,2,1950669
726,1,640,99,51,11000.0,623,542,APTOS,Produtor_1042,Lancamento_0270,Outros,304.0,Medio,40285-500,BA,Cidade_4592,1974-10-21,51,Credito Acessivel,1189.92,12.0,4.0,1,9,0,99.16,1,8,1710.25,1.9038461538461533,1,1950690
633,1,673,99,53,1924.0,643,641,APTOS,Produtor_1728,Lancamento_4262,Outros,521.0,Medio,41245-000,BA,Cidade_4592,1981-12-31,44,Credito Acessivel,5727.96,12.0,4.0,1,9,0,477.33,1,8,583.375,1.8333333333333333,1,1950691
635,1,696,99,998,1557.0,646,653,APTOS,Produtor_1485,Lancamento_2322,Empreendedor,447.0,Medio,63508-055,CE,Cidade_2289,1965-09-01,60,Credito Acessivel,517.8,6.0,4.0,1,9,0,86.3,1,8,660.625,0.0990990990990991,1,1950652
547,1,526,99,38,2060.0,513,479,APTOS,Produtor_0050,Lancamento_4330,Outros,65.0,Alto,91150440,RS,Cidade_4138,2000-05-23,25,Credito Acessivel,8881.2,24.0,4.0,1,9,0,370.05,1,8,532.875,2.5384615384615383,2,1950610
619,4,625,99,100,2304.0,625,598,APTOS,Produtor_2233,Lancamento_0376,Emagrecimento,324.0,Medio,50930-000,PE,Cidade_4331,1989-01-08,37,Credito Acessivel,497.1,5.0,4.0,1,9,0,99.42,1,8,621.75,0.9801980198019802,1,1950540
664,8,688,2,100,6634.0,638,586,APTOS,Produtor_1796,Lancamento_3674,Autoconhecimento,749.0,Baixo,05634-020,SP,Cidade_5362,1972-08-15,53,Credito Acessivel,871.0,4.0,4.0,1,9,0,217.75,1,8,1165.0,0.0198019801980198,0,1950676
550,1,505,99,12,3857.0,521,596,APTOS,Produtor_0960,Lancamento_2164,Financeiro,209.0,Alto,88360-000,SC,Cidade_2055,2000-05-28,25,Credito Acessivel,2444.88,12.0,4.0,1,9,0,203.74,1,8,767.625,7.615384615384615,2,1950646
597,1,619,99,75,1400.0,563,552,APTOS,Produtor_0231,Lancamento_0645,Outros,241.0,Alto,68360-000,PA,Cidade_4868,1997-09-14,28,Credito Acessivel,709.14,6.0,4.0,1,9,0,118.19,1,8,488.25,1.3026315789473684,2,1950696
541,3,518,99,83,2800.0,552,564,APTOS,Produtor_1446,Lancamento_0285,Outros,334.0,Medio,30330-180,MG,Cidade_0618,1986-10-04,39,Credito Acessivel,434.4,4.0,4.0,1,9,0,108.6,1,8,645.0,1.1785714285714286,1,1950703
547,1,615,99,98,2419.0,573,570,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,275.0,Alto,89245-000,SC,Cidade_0329,1978-08-09,47,Credito Acessivel,2988.0,12.0,4.0,1,9,0,249.0,1,8,615.25,1.0,2,1950586
542,9,587,99,998,1400.0,574,625,APTOS,Produtor_1485,Lancamento_2322,Empreendedor,222.0,Alto,35701-238,MG,Cidade_4925,1973-11-04,52,Credito Acessivel,517.8,6.0,4.0,1,9,0,86.3,1,8,604.25,0.0990990990990991,2,1950697
647,1,668,99,79,3525.0,633,645,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,390.0,Medio,74370-486,GO,Cidade_1928,1964-12-23,61,Antecipacao Produtor,1792.8,12.0,4.0,1,9,0,149.4,1,8,787.125,1.2375,1,1950694
501,4,492,99,71,4985.0,520,488,APTOS,Produtor_0073,Lancamento_0649,Autodesenvolvimento,294.0,Alto,58865-000,PB,Cidade_5247,1987-02-14,38,Credito Acessivel,1237.32,12.0,4.0,1,9,0,103.11,1,8,895.0,1.375,2,1950710
700,2,686,99,998,6257.0,668,691,APTOS,Produtor_1290,Lancamento_3934,Financeiro,731.0,Baixo,35930340,MG,Cidade_2783,1975-06-01,50,Credito Acessivel,1417.08,5.0,4.0,1,9,0,283.416,1,8,1262.625,0.0990990990990991,0,1950698
674,3,776,99,100,4250.0,679,620,APTOS,Produtor_0050,Lancamento_4330,Outros,749.0,Baixo,01257-040,SP,Cidade_5362,1989-04-07,36,Credito Acessivel,7218.48,24.0,4.0,1,9,0,300.77,1,8,900.125,0.9801980198019802,0,1950714
445,1,471,99,14,1809.0,446,401,APTOS,Produtor_0755,Lancamento_0323,Outros,204.0,Alto,37660-000,MG,Cidade_3795,2004-11-13,21,Credito Acessivel,1086.84,12.0,4.0,1,9,0,90.57,1,8,460.75,6.6,2,1950713
645,2,641,99,100,1951.0,596,568,APTOS,Produtor_1961,Lancamento_4051,Autodesenvolvimento,653.0,Baixo,02674-020,SP,Cidade_5362,1990-04-28,35,Credito Acessivel,2316.24,2.0,4.0,1,9,0,1158.12,1,8,575.25,0.9801980198019802,0,1947830
563,1,625,99,67,3356.0,599,581,APTOS,Produtor_0050,Lancamento_0591,Outros,320.0,Medio,39860-000,MG,Cidade_3427,2000-11-20,25,Credito Acessivel,2714.94,18.0,4.0,1,9,0,150.83,1,8,736.375,1.4558823529411764,1,1949763
566,2,524,99,0,5077.0,532,528,APTOS,Produtor_0753,Lancamento_3939,Outros,233.0,Alto,78093250,MT,Cidade_1539,1998-03-09,27,Credito Acessivel,1019.76,12.0,4.0,1,9,0,84.98,1,8,916.0,99.0,2,1950720
625,6,625,2,86,15787.0,613,603,APTOS,Produtor_0667,Lancamento_0474,Outros,377.0,Medio,81810-430,PR,Cidade_1555,1973-03-19,52,Credito Acessivel,1857.84,12.0,4.0,1,9,0,154.82,1,8,2293.375,0.0229885057471264,1,1950715
659,3,672,99,77,2572.0,616,582,APTOS,Produtor_1186,Lancamento_3758,Empreendedor,232.0,Alto,32676-630,MG,Cidade_0645,1991-10-13,34,Credito Acessivel,550.24,5.0,4.0,1,9,0,110.048,1,8,660.0,1.2692307692307692,2,1950093
520,1,583,99,44,1400.0,533,478,APTOS,Produtor_1724,Lancamento_3838,Outros,282.0,Alto,55294-790,PE,Cidade_1950,1989-05-27,36,Credito Acessivel,897.8,10.0,4.0,1,9,0,89.78,1,8,457.25,2.2,2,1950685
498,3,526,99,72,5518.0,500,466,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,456.0,Medio,44050392,BA,Cidade_1797,1993-08-31,32,Antecipacao Produtor,1792.8,12.0,4.0,1,9,0,149.4,1,8,960.25,1.356164383561644,1,1950727
616,1,575,99,74,8826.0,546,471,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,299.0,Alto,97541501,RS,Cidade_0107,1981-07-05,44,Antecipacao Produtor,2988.0,12.0,4.0,1,9,0,249.0,1,8,1401.0,1.32,2,1950724
594,6,554,99,79,1517.0,596,618,APTOS,Produtor_0288,Lancamento_2194,Empreendedor,285.0,Alto,60531-420,CE,Cidade_1883,1964-01-18,62,Credito Acessivel,568.75,7.0,4.0,1,9,0,81.25,1,8,507.875,1.2375,2,1950726
667,3,679,99,84,8089.0,638,660,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,517.0,Medio,85803-420,PR,Cidade_1208,1980-03-06,45,Credito Acessivel,2988.0,12.0,4.0,1,9,0,249.0,1,8,1364.875,1.1647058823529413,1,1949155
573,1,532,2,79,6212.0,565,567,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,349.0,Medio,09638-000,SP,Cidade_5252,1983-12-08,42,Antecipacao Produtor,2988.0,12.0,4.0,1,9,0,249.0,1,8,1066.375,0.025,1,1950722
586,1,621,99,79,1644.0,563,526,APTOS,Produtor_1822,Lancamento_2744,Autodesenvolvimento,195.0,Alto,45836-000,BA,Cidade_2462,2001-08-16,24,Credito Acessivel,157.9,2.0,4.0,1,9,0,78.95,1,8,514.875,1.2375,2,1950728
625,1,597,99,37,3616.0,567,576,APTOS,Produtor_1591,Lancamento_0723,Empreendedor,177.0,Alto,18205-751,SP,Cidade_2500,1972-02-08,53,Credito Acessivel,717.54,7.0,4.0,1,9,0,102.50571428571428,1,8,764.75,2.6052631578947367,2,1943612
581,4,626,99,0,4344.0,612,586,APTOS,Produtor_0906,Lancamento_4373,Outros,250.0,Alto,55297130,PE,Cidade_1950,1986-10-26,39,Credito Acessivel,2977.08,12.0,4.0,1,9,0,248.09,1,8,856.5,99.0,2,1950738
546,1,526,99,100,2117.0,526,498,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,253.0,Alto,78716-468,MT,Cidade_4480,1997-05-29,28,Antecipacao Produtor,2988.0,12.0,4.0,1,9,0,249.0,1,8,551.625,0.9801980198019802,2,1897745
551,1,596,99,100,1579.0,558,572,APTOS,Produtor_2152,Lancamento_3707,Empreendedor,544.0,Medio,68020-590,PA,Cidade_4758,2007-06-03,18,Credito Acessivel,1122.24,6.0,4.0,1,9,0,187.04,1,8,507.0,0.9801980198019802,1,1950733
556,2,530,99,15,2000.0,550,572,APTOS,Produtor_2096,Lancamento_3965,Autoconhecimento,188.0,Alto,36774000,MG,Cidade_1223,1968-12-04,57,Credito Acessivel,1465.64,11.0,4.0,1,9,0,133.24,1,8,540.5,6.1875,2,1949645
575,3,585,99,44,1759.0,550,560,APTOS,Produtor_0792,Lancamento_0521,Outros,305.0,Medio,65393000,MA,Cidade_0818,2002-11-21,23,Credito Acessivel,2251.3,6.0,4.0,1,9,0,375.2166666666667,1,8,521.875,2.2,1,1950712
759,6,679,2,77,3301.0,656,654,APTOS,Produtor_0489,Lancamento_2832,Mentoria,355.0,Medio,45325-000,BA,Cidade_0790,1972-08-07,53,Credito Acessivel,5088.36,12.0,4.0,1,9,0,424.03,1,8,766.75,0.0256410256410256,1,1950741
519,1,516,99,999,1598.0,519,515,APTOS,Produtor_1266,Lancamento_4421,Empreendedor,424.0,Medio,09450-000,SP,Cidade_4417,2007-07-22,18,Credito Acessivel,3467.21,12.0,4.0,1,9,0,288.93416666666667,1,8,595.75,0.099,1,1950731
619,4,526,99,10,500.0,536,540,APTOS,Produtor_1111,Lancamento_4198,Mentoria,273.0,Alto,89217-300,SC,Cidade_2758,1989-07-31,36,Credito Acessivel,1241.04,12.0,4.0,1,9,0,103.42,1,8,354.25,9.0,2,1950756
589,1,533,99,100,3529.0,533,524,APTOS,Produtor_0456,Lancamento_4475,Outros,166.0,Alto,98280000,RS,Cidade_3775,1999-11-08,26,Credito Acessivel,1361.52,12.0,4.0,1,9,0,113.46,1,8,738.5,0.9801980198019802,2,1950516
662,2,649,99,998,1837.0,620,611,APTOS,Produtor_1446,Lancamento_3392,Outros,538.0,Medio,77024-110,TO,Cidade_3750,1994-09-24,31,Credito Acessivel,347.32,4.0,4.0,1,9,0,86.83,1,8,684.75,0.0990990990990991,1,1950748
482,1,463,99,100,1932.0,458,413,APTOS,Produtor_1745,Lancamento_0136,Emagrecimento,165.0,Alto,09422-470,SP,Cidade_4392,2000-02-28,25,Credito Acessivel,990.24,12.0,4.0,1,9,0,82.52,1,8,493.5,0.9801980198019802,2,1950719
539,4,511,99,73,6367.0,539,487,APTOS,Produtor_0578,Lancamento_1639,Outros,398.0,Medio,85810-230,PR,Cidade_1208,1989-10-29,36,Credito Acessivel,4161.32,13.0,4.0,1,9,0,320.10153846153844,1,8,1077.375,1.337837837837838,1,1949526
611,5,644,99,100,1544.0,661,697,APTOS,Produtor_0721,Lancamento_4662,Outros,794.0,Baixo,62031-233,CE,Cidade_4958,1978-09-25,47,Credito Acessivel,191.33,1.0,4.0,1,9,0,191.33,1,8,545.125,0.9801980198019802,0,1950354
576,1,592,99,100,1764.0,537,617,APTOS,Produtor_0498,Lancamento_1209,Financeiro,223.0,Alto,64018060,PI,Cidade_5498,1966-07-28,59,Credito Acessivel,3000.9,10.0,4.0,1,9,0,300.09000000000003,1,8,535.75,0.9801980198019802,2,1950472
625,7,625,2,94,12465.0,612,625,APTOS,Produtor_1485,Lancamento_1335,Mentoria,540.0,Medio,65054-415,MA,Cidade_5338,1962-03-23,63,Credito Acessivel,3722.46,3.0,4.0,1,9,0,1240.82,1,8,1881.875,0.0210526315789473,1,1943455
622,3,625,99,55,1809.0,590,558,APTOS,Produtor_0753,Lancamento_3939,Outros,306.0,Medio,26600-000,RJ,Cidade_3783,1989-08-26,36,Credito Acessivel,1019.76,12.0,4.0,1,9,0,84.98,1,8,545.125,1.7678571428571428,1,1949358
533,1,558,99,84,5416.0,527,532,APTOS,Produtor_1042,Lancamento_0270,Outros,318.0,Medio,03680-070,SP,Cidade_5362,1976-11-25,49,Credito Acessivel,1189.92,12.0,4.0,1,9,0,99.16,1,8,968.75,1.1647058823529413,1,1950631
608,1,617,99,100,4955.0,612,602,APTOS,Produtor_1038,Lancamento_1449,Outros,515.0,Medio,76802-366,RO,Cidade_4161,1979-12-10,46,Credito Acessivel,785.7,6.0,4.0,1,9,0,130.95000000000002,1,8,949.25,0.9801980198019802,1,1950662
600,2,618,99,999,1589.0,590,600,APTOS,Produtor_1571,Lancamento_2908,Mentoria,379.0,Medio,26582-110,RJ,Cidade_3250,2003-05-22,22,Credito Acessivel,10299.48,7.0,4.0,1,9,0,1471.3542857142857,1,8,637.125,0.099,1,1950772
667,2,646,99,99,3489.0,635,648,APTOS,Produtor_1042,Lancamento_0270,Outros,777.0,Baixo,41745-150,BA,Cidade_4592,1995-07-30,30,Credito Acessivel,1189.92,12.0,4.0,1,9,0,99.16,1,8,785.625,0.99,0,1950759
535,1,547,99,100,1400.0,522,502,APTOS,Produtor_1040,Lancamento_0580,Autoconhecimento,432.0,Medio,04476-170,SP,Cidade_5362,1986-09-17,39,Credito Acessivel,809.28,5.0,4.0,1,9,0,161.856,1,8,463.25,0.9801980198019802,1,1800751
554,1,506,99,7,6047.0,515,489,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,249.0,Alto,61656-230,CE,Cidade_1883,1977-05-07,48,Credito Acessivel,2988.0,12.0,4.0,1,9,0,249.0,1,8,1027.25,12.375,2,1950773
534,1,556,99,0,10029.0,557,564,APTOS,Produtor_0324,Lancamento_2405,Outros,300.0,Alto,38400096,MG,Cidade_5664,1972-02-22,53,Credito Acessivel,3971.4,12.0,4.0,1,9,0,330.95,1,8,1542.5,99.0,2,1950097
545,2,544,99,33,2654.0,561,549,APTOS,Produtor_1550,Lancamento_0500,Autodesenvolvimento,512.0,Medio,19366-284,SP,Cidade_4766,1999-08-20,26,Credito Acessivel,3225.36,12.0,4.0,1,9,0,268.78000000000003,1,8,623.375,2.911764705882353,1,1950777
485,1,551,99,3,1483.0,484,473,APTOS,Produtor_0753,Lancamento_3911,Outros,199.0,Alto,45745-000,BA,Cidade_2216,2001-09-21,24,Credito Acessivel,623.7,7.0,4.0,1,9,0,89.10000000000001,1,8,447.375,24.75,2,1950182
508,1,532,99,46,1400.0,481,440,APTOS,Produtor_1918,Lancamento_2294,Autodesenvolvimento,271.0,Alto,14640-000,SP,Cidade_3361,1999-04-20,26,Credito Acessivel,1685.1,6.0,4.0,1,9,0,280.85,1,8,438.375,2.106382978723404,2,1949206
565,1,492,99,39,4485.0,521,449,APTOS,Produtor_1428,Lancamento_2614,Mentoria,296.0,Alto,13040-078,SP,Cidade_1015,1968-03-18,57,Credito Acessivel,6714.56,8.0,4.0,1,9,0,839.32,1,8,831.375,2.475,2,1950787
545,1,592,99,999,1714.0,524,539,APTOS,Produtor_0038,Lancamento_2541,Financeiro,477.0,Medio,02810-000,SP,Cidade_5362,2007-04-07,18,Credito Acessivel,773.84,5.0,4.0,1,9,0,154.768,1,8,626.625,0.099,1,1950786
705,5,677,99,100,1419.0,632,568,APTOS,Produtor_0316,Lancamento_4584,Emagrecimento,491.0,Medio,14060-673,SP,Cidade_4393,1992-11-11,33,Credito Acessivel,784.56,6.0,4.0,1,9,0,130.76,1,8,525.625,0.9801980198019802,1,1950618
620,2,490,99,998,9621.0,578,574,APTOS,Produtor_1926,Lancamento_0799,Autodesenvolvimento,311.0,Medio,38553-032,MG,Cidade_1451,1990-07-26,35,Credito Acessivel,3723.24,12.0,4.0,1,9,0,310.27,1,8,1622.75,0.0990990990990991,1,1950792
625,5,590,2,98,6323.0,590,625,APTOS,Produtor_1108,Lancamento_4359,Outros,663.0,Baixo,20541-015,RJ,Cidade_4446,1957-10-05,68,Credito Acessivel,5922.36,18.0,4.0,1,9,0,329.02,1,8,1107.25,0.0202020202020202,0,1949646
604,3,494,99,74,6884.0,573,594,APTOS,Produtor_2277,Lancamento_2700,Mentoria,274.0,Alto,79190-000,MS,Cidade_5497,1985-05-18,40,Credito Acessivel,3350.88,12.0,4.0,1,9,0,279.24,1,8,1165.625,1.32,2,1950789
612,1,632,99,100,1400.0,662,689,APTOS,Produtor_0753,Lancamento_3939,Outros,683.0,Baixo,26115-320,RJ,Cidade_0614,2002-03-11,23,Credito Acessivel,1019.76,12.0,4.0,1,9,0,84.98,1,8,524.375,0.9801980198019802,0,1950739
556,2,544,99,68,3557.0,542,556,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,268.0,Alto,60420431,CE,Cidade_1883,1983-07-29,42,Antecipacao Produtor,2988.0,12.0,4.0,1,9,0,249.0,1,8,740.5,1.434782608695652,2,1950799
627,4,644,99,73,2759.0,611,583,APTOS,Produtor_2174,Lancamento_2915,Mentoria,181.0,Alto,30840-170,MG,Cidade_0618,1970-02-19,55,Credito Acessivel,3102.72,12.0,4.0,1,9,0,258.56,1,8,675.0,1.337837837837838,2,1950776
625,6,625,2,79,22901.0,625,625,APTOS,Produtor_0628,Lancamento_1523,Empreendedor,707.0,Baixo,41760-125,BA,Cidade_4592,1960-03-27,65,Credito Acessivel,8465.28,12.0,4.0,1,9,0,705.44,1,8,3186.0,0.025,0,1950801
615,1,674,99,100,4432.0,642,630,APTOS,Produtor_1874,Lancamento_1081,Outros,756.0,Baixo,05875-260,SP,Cidade_5362,1981-03-15,44,Credito Acessivel,1172.76,12.0,4.0,1,9,0,97.73,1,8,899.125,0.9801980198019802,0,1949800
561,5,497,99,49,4195.0,575,594,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,315.0,Medio,51021-270,PE,Cidade_4331,1970-05-20,55,Antecipacao Produtor,2988.0,12.0,4.0,1,9,0,249.0,1,8,821.875,1.98,1,1950803
495,1,497,99,72,2080.0,498,469,APTOS,Produtor_1709,Lancamento_2158,Autoconhecimento,177.0,Alto,25250190,RJ,Cidade_1695,1980-05-08,45,Credito Acessivel,2482.2,12.0,4.0,1,9,0,206.85,1,8,526.375,1.356164383561644,2,1950808
530,3,556,99,998,1815.0,538,558,APTOS,Produtor_1126,Lancamento_3173,Autoconhecimento,336.0,Medio,21230-240,RJ,Cidade_4446,1997-12-11,28,Credito Acessivel,1541.47,7.0,4.0,1,9,0,220.21,1,8,637.125,0.0990990990990991,1,1950793
625,2,625,99,82,10898.0,625,617,APTOS,Produtor_0593,Lancamento_1225,Outros,404.0,Medio,44059-370,BA,Cidade_1825,1977-07-24,48,Credito Acessivel,1103.75,5.0,4.0,1,9,0,220.75,1,8,1696.625,1.1927710843373494,1,1950804
625,2,541,99,83,8031.0,546,525,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,332.0,Medio,48850-000,BA,Cidade_2573,1982-12-04,43,Antecipacao Produtor,2988.0,12.0,4.0,1,9,0,249.0,1,8,1306.5,1.1785714285714286,1,1950806
684,7,697,99,100,6103.0,678,667,APTOS,Produtor_1120,Lancamento_3962,Outros,584.0,Medio,86063-450,PR,Cidade_2944,1983-06-28,42,Credito Acessivel,958.8,12.0,4.0,1,9,0,79.89999999999999,1,8,1129.375,0.9801980198019802,1,1950811
625,10,625,99,82,1603.0,611,618,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,438.0,Medio,26275-320,RJ,Cidade_3525,1966-04-21,59,Antecipacao Produtor,2988.0,12.0,4.0,1,9,0,249.0,1,8,534.125,1.1927710843373494,1,1947095
662,10,701,99,100,6121.0,669,727,APTOS,Produtor_0498,Lancamento_1209,Financeiro,875.0,Baixo,74303-140,GO,Cidade_2012,1963-07-22,62,Credito Acessivel,3000.9,10.0,4.0,1,9,0,300.09000000000003,1,8,1136.125,0.9801980198019802,0,1950419
657,2,682,2,100,29026.0,655,596,APTOS,Produtor_0325,Lancamento_4195,Mentoria,683.0,Baixo,60192-035,CE,Cidade_1883,1987-12-28,38,Credito Acessivel,25012.9,10.0,4.0,1,9,0,2501.29,1,8,3965.0,0.0198019801980198,0,1948285
646,1,689,99,100,1900.0,685,685,APTOS,Produtor_0202,Lancamento_2932,Empreendedor,260.0,Alto,25802-130,RJ,Cidade_5605,2000-06-23,25,Credito Acessivel,2700.0,6.0,4.0,1,9,0,450.0,1,8,600.625,0.9801980198019802,2,1950815
495,4,503,99,100,3606.0,512,449,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,194.0,Alto,35540-000,MG,Cidade_3631,1997-08-11,28,Credito Acessivel,2988.0,12.0,4.0,1,9,0,249.0,1,8,721.0,0.9801980198019802,2,1938701
637,1,671,99,0,5395.0,607,565,APTOS,Produtor_1111,Lancamento_3808,Mentoria,597.0,Medio,35680-495,MG,Cidade_2563,1979-05-21,46,Credito Acessivel,2606.28,12.0,4.0,1,9,0,217.19000000000003,1,8,996.875,99.0,1,1950791
530,2,499,99,0,3000.0,526,512,APTOS,Produtor_2291,Lancamento_0425,Outros,239.0,Alto,77600-000,TO,Cidade_3834,1994-09-25,31,Credito Acessivel,2603.92,11.0,4.0,1,9,0,236.72,1,8,646.0,99.0,2,1857733
543,10,511,99,998,2429.0,535,552,APTOS,Produtor_1508,Lancamento_2156,Outros,301.0,Medio,07145-260,SP,Cidade_2115,1963-11-18,62,Credito Acessivel,1820.01,3.0,4.0,1,9,0,606.67,1,8,709.625,0.0990990990990991,1,1950809
754,8,713,2,81,9201.0,685,662,APTOS,Produtor_1709,Lancamento_2160,Autoconhecimento,186.0,Alto,21021630,RJ,Cidade_4446,1973-07-22,52,Credito Acessivel,2251.26,6.0,4.0,1,9,0,375.21,1,8,1513.25,0.024390243902439,2,1950143
596,7,613,99,998,1729.0,597,625,APTOS,Produtor_0753,Lancamento_3939,Outros,185.0,Alto,79096-324,MS,Cidade_1031,1993-09-16,32,Credito Acessivel,1019.76,12.0,4.0,1,9,0,84.98,1,8,658.0,0.0990990990990991,2,1950810
645,2,648,99,100,2284.0,632,654,APTOS,Produtor_0701,Lancamento_3067,Mentoria,713.0,Baixo,85912-120,PR,Cidade_5546,2006-05-12,19,Credito Acessivel,5484.9,11.0,4.0,1,9,0,498.6272727272727,1,8,633.0,0.9801980198019802,0,1950818
509,8,421,99,74,8665.0,502,402,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,326.0,Medio,94045-150,RS,Cidade_2044,1978-01-19,48,Credito Acessivel,2988.0,12.0,4.0,1,9,0,249.0,1,8,1335.0,1.32,1,1950822
506,1,500,99,15,2776.0,520,496,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,277.0,Alto,41760-035,BA,Cidade_4592,1979-04-19,46,Credito Acessivel,2988.0,12.0,4.0,1,9,0,249.0,1,8,614.125,6.1875,2,1950825
625,3,625,99,100,2893.0,625,625,APTOS,Produtor_1652,Lancamento_2748,Mentoria,438.0,Medio,12236-500,SP,Cidade_5309,1992-04-23,33,Credito Acessivel,2850.73,12.0,4.0,1,9,0,237.5608333333333,1,8,699.375,0.9801980198019802,1,1950833
556,1,514,99,4,1600.0,523,503,APTOS,Produtor_0151,Lancamento_3200,Autoconhecimento,262.0,Alto,68459490,PA,Cidade_5614,1989-01-03,37,Credito Acessivel,1685.1,6.0,4.0,1,9,0,280.85,1,8,475.0,19.8,2,1950820
597,1,573,99,998,5741.0,566,546,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,314.0,Medio,95700-166,RS,Cidade_0637,1986-02-03,39,Credito Acessivel,2988.0,12.0,4.0,1,9,0,249.0,1,8,1140.125,0.0990990990990991,1,1950834
574,4,605,99,86,3009.0,617,664,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,652.0,Baixo,72986455,GO,Cidade_3704,1979-02-08,46,Antecipacao Produtor,1792.8,12.0,4.0,1,9,0,149.4,1,8,707.25,1.137931034482759,0,1950837
609,1,576,99,42,8392.0,578,577,APTOS,Produtor_0342,Lancamento_3101,Autodesenvolvimento,256.0,Alto,68745370,PA,Cidade_1213,1983-06-28,42,Credito Acessivel,2391.72,12.0,4.0,1,9,0,199.31,1,8,1359.25,2.302325581395349,2,1835176
508,2,488,2,99,15302.0,516,453,APTOS,Produtor_1126,Lancamento_3173,Autoconhecimento,201.0,Alto,6018020,SP,Cidade_3653,1989-11-03,36,Credito Acessivel,1516.26,6.0,4.0,1,9,0,252.71,1,8,2171.25,0.02,2,1950836
612,3,504,99,0,1792.0,568,533,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,138.0,Alto,86990-000,PR,Cidade_3155,1975-06-04,50,Credito Acessivel,1792.8,12.0,4.0,1,9,0,149.4,1,8,513.875,99.0,2,1949527
625,7,625,99,97,6544.0,625,625,APTOS,Produtor_1132,Lancamento_2338,Outros,417.0,Medio,59650-000,RN,Cidade_0446,1965-05-02,60,Credito Acessivel,1214.5,5.0,4.0,1,9,0,242.9,1,8,1155.875,1.010204081632653,1,1938890
